"country","year","iso","old_dep","youth_dep","tot_dep","cc","adj_factor","qamys_piaac","wic_mys","highLS","prop_19","prop_20_64","prop_65","illiterate_prop","qamys_dhs_full","qamys_dhs_part","edu_exp_","tp_","hlo","qamys","adj_fact_dhs","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit1","lwr1","upr1","adj_fit","adj_lwr1","adj_upr1","qamys_pred","plot"
"Mongolia",2000,496,0.06,0.57,0.63,"Mongolia",NA,NA,9.63,0.672,0.460187695516163,0.502898852971846,0.0369134515119917,0.022311478,NA,NA,0.0569563,32.05943,379.44,NA,NA,0,0,0,0,0,0,1,0,0,0,8.15557112131325,7.86675394976013,8.45499182249456,0.846892120593276,0.816900721678103,0.877984612927783,8.15557112131325,2
"Mongolia",2005,496,0.06,0.43,0.48,"Mongolia",NA,NA,9.88,0.692,0.415452818239392,0.547300506649778,0.0372466751108296,0.048509898,NA,NA,0.0491749,32.07043,438.28,NA,NA,0,0,0,0,0,0,0,1,0,0,8.47445677653223,8.2050892868641,8.75266741731711,0.857738540134841,0.830474624176528,0.885897511874202,8.47445677653223,2
"Mongolia",2010,496,0.06,0.39,0.44,"Mongolia",NA,NA,10.18,0.717,0.370972498709725,0.590909090909091,0.0381184103811841,0.017429962,NA,NA,0.0398487,28.62693,587.38501,NA,NA,0,0,0,0,0,0,0,0,1,0,10.0868708963577,9.66497500300167,10.5271834069089,0.990851757991919,0.94940815353651,1.03410446040363,10.0868708963577,2
"Mongolia",2015,496,0.06,0.43,0.49,"Mongolia",NA,NA,10.48,0.739,0.364631975005879,0.59653307353781,0.0388349514563107,0.015768814,NA,NA,0.0448113,29.66954,586.315,NA,NA,0,0,0,0,0,0,0,0,0,1,10.452798437329,10.0135923852976,10.9112685005882,0.997404431042843,0.955495456612369,1.0411515744836,10.452798437329,2
"Montenegro",1970,499,0.12,0.55,0.67,"Montenegro",NA,NA,7.48,0.363,0.434180138568129,0.493841416474211,0.0719784449576597,0.13417259,NA,NA,NA,NA,412.34,NA,NA,1,0,0,0,0,0,0,0,0,0,6.23923786959291,5.98872783035423,6.50022680878114,0.834122709838624,0.800632062881582,0.869014279248815,6.23923786959291,1
"Montenegro",1975,499,0.13,0.48,0.61,"Montenegro",NA,NA,8.45,0.441,0.404113296049071,0.517409345119971,0.078477358830958,0.099505424,NA,NA,NA,NA,427.87,NA,NA,0,1,0,0,0,0,0,0,0,0,7.39627047350204,7.10121868618121,7.70358150265845,0.875298280887816,0.840380909607244,0.911666450018752,7.39627047350204,1
"Montenegro",1980,499,0.13,0.42,0.55,"Montenegro",NA,NA,9.23,0.515,0.37465564738292,0.544077134986226,0.081267217630854,0.103647,NA,NA,NA,NA,480.24084,NA,NA,0,0,1,0,0,0,0,0,0,0,8.20608312012594,7.8771534407585,8.54874805738602,0.88906642688255,0.853429408532882,0.926191555513111,8.20608312012594,1
"Montenegro",1985,499,0.12,0.39,0.5,"Montenegro",NA,NA,9.86,0.579,0.345276872964169,0.577687296416938,0.0770358306188925,0.042652659,NA,NA,NA,NA,458.84,NA,NA,0,0,0,1,0,0,0,0,0,0,9.12268323380747,8.75625192061688,9.50444895131897,0.925221423307045,0.888058004119359,0.963940055914703,9.12268323380747,1
"Montenegro",1990,499,0.12,0.38,0.51,"Montenegro",NA,NA,10.35,0.635,0.339512195121951,0.578048780487805,0.0824390243902439,0.06537262,NA,NA,NA,NA,457.15601,NA,NA,0,0,0,0,1,0,0,0,0,0,9.38317395893188,9.00229989360023,9.78016224566882,0.906586855935448,0.869787429333355,0.944943212141915,9.38317395893188,1
"Montenegro",1995,499,0.15,0.35,0.5,"Montenegro",NA,NA,10.79,0.688,0.311895551257253,0.590103159252095,0.0980012894906512,0.023076577,NA,NA,NA,NA,481.202,NA,NA,0,0,0,0,0,1,0,0,0,0,10.037200441713,9.85543515655873,10.2223180515858,0.930231736952083,0.913386020070318,0.947388141944926,10.037200441713,1
"Montenegro",2000,499,0.17,0.32,0.49,"Montenegro",NA,NA,11.14,0.731,0.294865525672372,0.589405052974735,0.115729421352893,0.022265396,NA,NA,NA,NA,469.7775,NA,NA,0,0,0,0,0,0,1,0,0,0,10.4522114278807,10.2628559636396,10.6450606069283,0.938259553669719,0.921261756161545,0.955570970101284,10.4522114278807,1
"Montenegro",2005,499,0.2,0.3,0.5,"Montenegro",NA,NA,11.44,0.772,0.276768332251785,0.592634652822842,0.130597014925373,0.016877451,NA,NA,NA,NA,425.49,NA,NA,0,0,0,0,0,0,0,1,0,0,10.6692465738148,10.4149747513884,10.9297262038666,0.932626448760036,0.910399890855629,0.955395647191139,10.6692465738148,1
"Montenegro",2010,499,0.19,0.29,0.48,"Montenegro",NA,NA,11.64,0.801,0.264297253634895,0.607108239095315,0.12859450726979,0.015577927,NA,NA,NA,NA,424.16,NA,NA,0,0,0,0,0,0,0,0,1,0,10.9122016302797,10.6402573705193,11.1910962557918,0.93747436686252,0.914111457948391,0.961434386236412,10.9122016302797,1
"Montenegro",2015,499,0.21,0.27,0.48,"Montenegro",NA,NA,11.97,0.832,0.251034702324101,0.609996816300541,0.138968481375358,0.011528168,NA,NA,NA,NA,441.38,NA,NA,0,0,0,0,0,0,0,0,0,1,11.5511524287298,11.2690206701547,11.8403476519595,0.965008557120281,0.941438652477421,0.989168559060943,11.5511524287298,1
"Morocco",1970,504,0.07,0.97,1.04,"Morocco",NA,NA,0.6,0.00899999999999991,0.58033125,0.38519375,0.034475,0.78415764,NA,NA,0.0447359,35.05228,486.20001,NA,NA,1,0,0,0,0,0,0,0,0,0,0.216906100949384,0.202108004256271,0.232787695876743,0.361510168248973,0.336846673760451,0.387979493127905,0.216906100949384,3
"Morocco",1975,504,0.07,0.9,0.97,"Morocco",NA,NA,0.99,0.015,0.575200660536855,0.390188556311329,0.0346107831518168,0.73869759,NA,NA,0.0596828,36.74045,486.20001,NA,NA,0,1,0,0,0,0,0,0,0,0,0.369156398998609,0.344721865082859,0.395322898618177,0.372885251513746,0.3482039041241,0.39931605921028,0.369156398998609,3
"Morocco",1980,504,0.06,0.81,0.87,"Morocco",NA,NA,1.46,0.0269999999999999,0.554155417038882,0.41300648277996,0.0328381001811585,0.69742203,NA,NA,0.0565632,36.55552,486.20001,NA,NA,0,0,1,0,0,0,0,0,0,0,0.554276652929107,0.518717875857695,0.592273029870629,0.379641543102128,0.355286216340887,0.405666458815499,0.554276652929107,3
"Morocco",1985,504,0.06,0.75,0.82,"Morocco",NA,NA,1.95,0.0440000000000001,0.530602571882932,0.435753868234189,0.0336435598828788,0.64426117,NA,NA,0.0497175,26.67138,219.3,NA,NA,0,0,0,1,0,0,0,0,0,0,0.640992512395972,0.603737583498471,0.680546336981092,0.328714108921011,0.309609017178703,0.348998121528765,0.640992512395972,3
"Morocco",1990,504,0.07,0.7,0.77,"Morocco",NA,NA,2.49,0.068,0.504711550419005,0.456163927455362,0.0391245221256333,0.58405891,NA,NA,0.0454621,26.96731,219.3,NA,NA,0,0,0,0,1,0,0,0,0,0,0.883237086781627,0.834318095178451,0.935024370170996,0.354713689470533,0.335067508103796,0.375511795249396,0.883237086781627,3
"Morocco",1995,504,0.08,0.64,0.72,"Morocco",NA,NA,3.04,0.0910000000000001,0.479195006949129,0.473978551705578,0.0468264413452925,0.54017754,NA,NA,0.0499684,27.99473,340.81897,NA,NA,0,0,0,0,0,1,0,0,0,0,1.16956719653233,1.13536859169023,1.20479590259592,0.384726051490897,0.373476510424418,0.396314441643394,1.16956719653233,3
"Morocco",2000,504,0.09,0.55,0.63,"Morocco",NA,NA,3.55,0.111,0.448055295139189,0.499458603022829,0.0524861018379822,0.47693741,NA,NA,0.0400722,28.18648,347.24,NA,NA,0,0,0,0,0,0,1,0,0,0,1.49188747188799,1.45283628075236,1.53198833086942,0.420249992081125,0.409249656549961,0.431546008695612,1.49188747188799,3
"Morocco",2005,504,0.09,0.48,0.57,"Morocco",0.4093381688,NA,4,0.131,0.412310151354857,0.530341391835812,0.0573484568093309,0.44384205,2.046690844,1.848493508,0.053014,26.91667,364.01,1.6373526752,0.4093381688,0,0,0,0,0,0,0,1,0,0,1.77828665218335,1.73524969073445,1.82239099895474,0.444571663045837,0.433812422683612,0.455597749738685,1.6373526752,3
"Morocco",2010,504,0.09,0.44,0.53,"Morocco",NA,NA,4.85,0.178,0.383298001351564,0.555295322909627,0.0614066757388087,0.31745224,NA,NA,0.0356564,26.02762,354.11,NA,NA,0,0,0,0,0,0,0,0,1,0,2.52503036377357,2.47572190598527,2.57532088824861,0.520624817272902,0.510458124945416,0.530993997577032,2.52503036377357,3
"Morocco",2015,504,0.1,0.42,0.52,"Morocco",NA,NA,5.66,0.226,0.361612440700077,0.574422660831736,0.0639648984681871,0.26249992,NA,NA,0.0396937,26.8269,380.75,NA,NA,0,0,0,0,0,0,0,0,0,1,3.25224171183462,3.1944798135057,3.31104804841118,0.57460100915806,0.564395726767792,0.58499082127406,3.25224171183462,3
"Mozambique",1970,508,0.05,0.81,0.86,"Mozambique",NA,NA,0.42,0.00399999999999991,0.534073978104554,0.436775280171018,0.0291507417244283,0.81918869,NA,NA,0.0346792,66.03444,486.20001,NA,NA,1,0,0,0,0,0,0,0,0,0,0.144625137025577,0.134461067301326,0.155557520697001,0.344345564346611,0.32014539833649,0.370375049278574,0.144625137025577,3
"Mozambique",1975,508,0.06,0.83,0.88,"Mozambique",NA,NA,0.56,0.00599999999999994,0.540202644355319,0.429995586344534,0.0298017693001478,0.78042198,NA,NA,0.0333002,85.66572,486.20001,NA,NA,0,1,0,0,0,0,0,0,0,0,0.197592337269493,0.184011671759367,0.212175300481361,0.35284345940981,0.32859227099887,0.378884465145287,0.197592337269493,3
"Mozambique",1980,508,0.06,0.83,0.89,"Mozambique",NA,NA,0.75,0.012,0.541384228187919,0.428523489932886,0.0300922818791946,0.73002289,NA,NA,0.0430246,65.64223,486.20001,NA,NA,0,0,1,0,0,0,0,0,0,0,0.27270678108154,0.254657015956617,0.292035890582038,0.363609041442053,0.339542687942156,0.389381187442717,0.27270678108154,3
"Mozambique",1985,508,0.06,0.86,0.92,"Mozambique",NA,NA,0.9,0.0169999999999999,0.552333685645574,0.417130033852611,0.0305362805018152,0.69258957,NA,NA,0.0444873,59.50207,219.3,NA,NA,0,0,0,1,0,0,0,0,0,0,0.277193675876671,0.260553933048327,0.294896081771176,0.307992973196301,0.289504370053697,0.327662313079084,0.277193675876671,3
"Mozambique",1990,508,0.06,0.95,1.01,"Mozambique",NA,NA,0.99,0.0219999999999999,0.581261849589214,0.386853350988594,0.0318847994221915,0.64505058,NA,NA,0.0588952,55.04113,219.3,NA,NA,0,0,0,0,1,0,0,0,0,0,0.321737985047708,0.30344159161052,0.341137582600824,0.324987863684554,0.306506658192445,0.344583416768509,0.321737985047708,3
"Mozambique",1995,508,0.06,0.85,0.91,"Mozambique",NA,NA,1.18,0.0269999999999999,0.552678937896631,0.41662614845452,0.0306949136488492,0.61292122,NA,NA,0.0259151,59.9896,384.806,NA,NA,0,0,0,0,0,1,0,0,0,0,0.419524139937211,0.404719789274672,0.434870022801406,0.355528932150179,0.342982872266671,0.36853391762831,0.419524139937211,3
"Mozambique",2000,508,0.06,0.86,0.92,"Mozambique",NA,NA,1.43,0.0340000000000001,0.554202688136563,0.41450537847291,0.0312919333905277,0.5184116,NA,NA,0.0371592,65.60125,387.03,NA,NA,0,0,0,0,0,0,1,0,0,0,0.57196645262682,0.555025465785349,0.589424527517137,0.399976540298476,0.388129696353391,0.412184984277718,0.57196645262682,3
"Mozambique",2005,508,0.06,0.88,0.94,"Mozambique",0.4301151584,NA,1.75,0.0440000000000001,0.557070786319178,0.410976230213638,0.031952983467184,0.49416191,0.940876909,0.81687693325,0.043522,64.73689,322.74,0.7527015272,0.4301151584,0,0,0,0,0,0,0,1,0,0,0.691928249765873,0.673828985921183,0.710513665673718,0.395387571294784,0.385045134812105,0.40600780895641,0.7527015272,3
"Mozambique",2010,508,0.06,0.89,0.96,"Mozambique",0.4402667864,NA,2.3,0.06,0.562422846196085,0.406356441284665,0.0312207125192497,0.40604229,1.2657670109,1.0589344923,0.062778,55.70163,358.16333,1.01261360872,0.4402667864,0,0,0,0,0,0,0,0,1,0,1.04042245072765,1.01658457650302,1.06481929885438,0.452357587272889,0.441993294131747,0.462964912545382,1.01261360872,3
"Mozambique",2015,508,0.06,0.87,0.94,"Mozambique",0.4085292,NA,2.93,0.078,0.560119532153721,0.408551475943619,0.0313289919026606,0.41652786,1.496238195,1.11995651081,0.0592523,53.99406,385.15424,1.196990556,0.4085292,0,0,0,0,0,0,0,0,0,1,1.33848896256972,1.30646595019892,1.37129689652316,0.456822171525501,0.445892815767548,0.468019418608587,1.196990556,3
"Myanmar",1970,104,0.07,0.76,0.83,"Myanmar",NA,NA,2.62,0.028,0.522516157730853,0.440327602899233,0.0371562393699139,0.28894245,NA,NA,0.0178016,45.99407,470.32001,NA,NA,1,0,0,0,0,0,0,0,0,0,1.71623448442504,1.64019209618669,1.79580234069999,0.655051329933221,0.626027517628508,0.685420740725188,1.71623448442504,3
"Myanmar",1975,104,0.07,0.74,0.81,"Myanmar",NA,NA,3.07,0.0380000000000001,0.517290751088751,0.444346119938221,0.0383631289730282,0.26003504,NA,NA,0.0174877,50.50785,474.66,NA,NA,0,1,0,0,0,0,0,0,0,0,2.0409857834915,1.94771574491283,2.13872223361877,0.66481621612101,0.634435096062811,0.696652193361163,2.0409857834915,3
"Myanmar",1980,104,0.07,0.72,0.79,"Myanmar",NA,NA,3.54,0.052,0.509319185414525,0.451480435160446,0.0392003794250297,0.21429588,NA,NA,0.0290996,52.52309,460.29001,NA,NA,0,0,1,0,0,0,0,0,0,0,2.39293709657165,2.28427048327297,2.50677316459659,0.675970931234929,0.645274147817223,0.708128012597906,2.39293709657165,3
"Myanmar",1985,104,0.07,0.68,0.76,"Myanmar",NA,NA,3.99,0.067,0.499031408713895,0.460063729353192,0.0409048619329129,0.20712755,NA,NA,0.0310213,54.07864,485.095,NA,NA,0,0,0,1,0,0,0,0,0,0,2.68749406559701,2.55666989656522,2.82501247514293,0.673557409924063,0.640769397635394,0.708023176727553,2.68749406559701,3
"Myanmar",1990,104,0.07,0.63,0.7,"Myanmar",NA,NA,4.43,0.08,0.477824719794741,0.479457240966877,0.0427180392383818,0.18358709,NA,NA,0.0286555,48.61192,512.75,NA,NA,0,0,0,0,1,0,0,0,0,0,3.1217746619869,2.95485135423432,3.29812767950512,0.704689539951896,0.667009335041608,0.744498347518087,3.1217746619869,3
"Myanmar",1995,104,0.08,0.56,0.63,"Myanmar",NA,NA,4.85,0.0930000000000001,0.452777909612564,0.501074641842553,0.046147448544883,0.16360804,NA,NA,0.0120248,38.35346,546.40997,NA,NA,0,0,0,0,0,1,0,0,0,0,3.38568354424484,3.23891239113961,3.53910562481657,0.698079081287596,0.667816987863838,0.72971249996218,3.38568354424484,3
"Myanmar",2000,104,0.08,0.49,0.57,"Myanmar",NA,NA,5.24,0.107,0.425317896331209,0.526676637396159,0.0480054662726325,0.10058243,NA,NA,0.0321533,32.48065,468.32401,NA,NA,0,0,0,0,0,0,1,0,0,0,3.75858709659895,3.63099420328684,3.89066359564333,0.71728761385476,0.692937825054741,0.742493052603689,3.75858709659895,3
"Myanmar",2005,104,0.08,0.47,0.54,"Myanmar",NA,NA,5.61,0.123,0.400882317969016,0.549935206663536,0.0491824753674477,0.13323649,NA,NA,0.0261218,29.43055,464.85001,NA,NA,0,0,0,0,0,0,0,1,0,0,3.87359418245382,3.75212221903749,3.99899870377601,0.690480246426706,0.668827490024508,0.712833993542961,3.87359418245382,3
"Myanmar",2010,104,0.08,0.45,0.52,"Myanmar",NA,NA,5.98,0.143,0.384482234925778,0.564780993473419,0.0507367716008037,0.12109745,NA,NA,0.0078744,27.89011,474.69,NA,NA,0,0,0,0,0,0,0,0,1,0,4.23857271815709,4.10334955352924,4.37825207254246,0.708791424440984,0.686178855105223,0.732149176010445,4.23857271815709,3
"Myanmar",2015,104,0.08,0.42,0.5,"Myanmar",0.711182004,NA,6.36,0.172,0.371228804018029,0.575586121617135,0.0531850743648361,0.24448799,5.6538969318,5.13679723356,0.0118094,23.14889,490.04401,4.52311754544,0.711182004,0,0,0,0,0,0,0,0,0,1,3.94928762843097,3.8306553835878,4.07159381627012,0.6209571742816,0.602304305595567,0.640187706960711,4.52311754544,3
"Namibia",1970,516,0.07,0.81,0.88,"Namibia",NA,NA,3.01,0.042,0.53305996924654,0.431317273193234,0.0356227575602255,0.41129311,NA,NA,0.0418744,39.90764,488.92001,NA,NA,1,0,0,0,0,0,0,0,0,0,1.72708794334029,1.64339691934756,1.81504098548244,0.573783369880496,0.545979042972612,0.603003649661939,1.72708794334029,3
"Namibia",1975,516,0.07,0.85,0.91,"Namibia",NA,NA,3.39,0.0520000000000002,0.543898398674765,0.421535063500828,0.0345665378244064,0.36433544,NA,NA,0.0495445,37.09628,488.92001,NA,NA,0,1,0,0,0,0,0,0,0,0,2.01191435185391,1.91466976430058,2.11409791634454,0.593485059543927,0.564799340501647,0.623627703936442,2.01191435185391,3
"Namibia",1980,516,0.07,0.93,1,"Namibia",NA,NA,3.86,0.067,0.56887704756266,0.396585750937438,0.0345372014999013,0.31879318,NA,NA,0.061365,38.56178,488.92001,NA,NA,0,0,1,0,0,0,0,0,0,0,2.35197704117274,2.23865193162134,2.47103889803775,0.609320476987757,0.57996164031641,0.64016551762636,2.35197704117274,3
"Namibia",1985,516,0.07,0.95,1.02,"Namibia",NA,NA,4.48,0.087,0.577454988257806,0.387753326954858,0.0347916847873358,0.27563784,NA,NA,0.054081,40.30844,219.3,NA,NA,0,0,0,1,0,0,0,0,0,0,2.33246900249669,2.212041646061,2.45945263159747,0.520640402343012,0.493759295995758,0.548984962410149,2.33246900249669,3
"Namibia",1990,516,0.06,0.82,0.89,"Namibia",NA,NA,5.27,0.121,0.549011299435028,0.417231638418079,0.0337570621468927,0.24183418,NA,NA,0.0626065,31.99844,219.3,NA,NA,0,0,0,0,1,0,0,0,0,0,2.86020729241584,2.7138721687963,3.01443297501268,0.542733831577958,0.514966255938577,0.571998666985329,2.86020729241584,3
"Namibia",1995,516,0.06,0.77,0.83,"Namibia",NA,NA,6.08,0.161,0.530751570807153,0.435476075398743,0.0337723537941034,0.20097446,NA,NA,0.0721755,29.81142,350.27,NA,NA,0,0,0,0,0,1,0,0,0,0,3.5945317518924,3.51198862696733,3.67901490800666,0.591205880245461,0.577629708382785,0.605101136185306,3.5945317518924,3
"Namibia",2000,516,0.06,0.72,0.78,"Namibia",0.6942261032,NA,6.83,0.204,0.511214067600295,0.455670211645783,0.0331157207539223,0.1505574,5.92695535607,5.37091433297,0.0525091,31.82479,231.44,4.741564284856,0.6942261032,0,0,0,0,0,0,1,0,0,0,4.00320387621669,3.84472255795381,4.16821787085862,0.586120626093219,0.562916919173325,0.61028080100419,4.741564284856,3
"Namibia",2005,516,0.06,0.7,0.76,"Namibia",0.7262827984,NA,7.45,0.238,0.510004928536225,0.456727451946772,0.0332676195170035,0.23513412,6.7635085601,6.1159221973,0.0632022,30.34618,325.14,5.41080684808,0.7262827984,0,0,0,0,0,0,0,1,0,0,4.23250733584332,4.13713819889206,4.33007491815598,0.568121790046083,0.555320563609673,0.581218109819594,5.41080684808,3
"Namibia",2010,516,0.06,0.65,0.71,"Namibia",NA,NA,7.99,0.267,0.496602982080161,0.469107655829648,0.034289362090192,0.11725372,NA,NA,0.0572638,29.77842,371.87,NA,NA,0,0,0,0,0,0,0,0,1,0,5.44242737368425,5.30921845237328,5.57897852264624,0.681154865292147,0.664482910184391,0.698245121732946,5.44242737368425,3
"Namibia",2015,516,0.06,0.62,0.68,"Namibia",0.7441296072,NA,8.43,0.288,0.480169854881267,0.48503463060686,0.0347955145118734,0.084727325,7.84126573587,7.29148975572,0.0650474,25.09173,386.26501,6.273012588696,0.7441296072,0,0,0,0,0,0,0,0,0,1,6.06201281856578,5.90605855876338,6.22208517691199,0.719099978477553,0.700600066282726,0.738088395837721,6.273012588696,3
"Nepal",1970,524,0.05,0.73,0.78,"Nepal",NA,NA,0.79,0.0239999999999999,0.516861051596068,0.453860326299906,0.0292786221040258,0.82668701,NA,NA,0.0152207,22.13615,353.09,NA,NA,1,0,0,0,0,0,0,0,0,0,0.247616242054736,0.231850452050166,0.264454103009654,0.313438281081944,0.293481584873628,0.334752029126144,0.247616242054736,3
"Nepal",1975,524,0.06,0.73,0.79,"Nepal",NA,NA,1.06,0.0339999999999999,0.512803573439436,0.455838744791862,0.0313576817687024,0.79426224,NA,NA,0.0232982,33.29971,362.39001,NA,NA,0,1,0,0,0,0,0,0,0,0,0.340616650127192,0.319422809196598,0.363216711529396,0.321336462384143,0.301342272826979,0.342657275027732,0.340616650127192,3
"Nepal",1980,524,0.06,0.75,0.81,"Nepal",NA,NA,1.37,0.05,0.514874817883351,0.452300544503602,0.0328246376130466,0.79426331,NA,NA,0.0203436,42.40373,372,NA,NA,0,0,1,0,0,0,0,0,0,0,0.430575287286194,0.403495682314162,0.459472272313537,0.314288530865835,0.294522395849753,0.335381220666815,0.430575287286194,3
"Nepal",1985,524,0.06,0.77,0.83,"Nepal",NA,NA,1.71,0.0710000000000001,0.52075193997882,0.445306657253457,0.0339414027677231,0.71711914,NA,NA,0.0245464,36.37336,381.91,NA,NA,0,0,0,1,0,0,0,0,0,0,0.577951028829562,0.54326974348026,0.614846300081658,0.337983057795065,0.317701604374421,0.359559239813835,0.577951028829562,3
"Nepal",1990,524,0.07,0.79,0.85,"Nepal",NA,NA,2.06,0.0960000000000001,0.526921085915861,0.437787182265011,0.0352917318191279,0.67024414,NA,NA,0.0244999,38.95886,392.14001,NA,NA,0,0,0,0,1,0,0,0,0,0,0.744566255530016,0.701397460189098,0.790391953692743,0.36143992986894,0.34048420397529,0.383685414413953,0.744566255530016,3
"Nepal",1995,524,0.07,0.76,0.83,"Nepal",NA,NA,2.62,0.135,0.521947318952739,0.441761396847367,0.0362912841998943,0.61868126,NA,NA,0.028931,38.73539,402.70999,NA,NA,0,0,0,0,0,1,0,0,0,0,0.96329454311968,0.928072694693642,0.999853117228567,0.367669672946443,0.354226219348718,0.381623327186476,0.96329454311968,3
"Nepal",2000,524,0.07,0.74,0.81,"Nepal",0.4318115808,NA,3.2,0.173,0.515266307095904,0.447016686330693,0.037717006573403,0.51391029,1.7272463232,1.4896646432,0.0322453,37.28215,189.48,1.38179705856,0.4318115808,0,0,0,0,0,0,1,0,0,0,1.16764872488778,1.11810150467985,1.21939156599423,0.364890226527432,0.349406720212453,0.381059864373196,1.38179705856,3
"Nepal",2005,524,0.08,0.71,0.79,"Nepal",0.5443784936,NA,3.92,0.218,0.501111115465865,0.455216363771757,0.0436725207623781,0.50540165,2.66745461864,2.34719454256,0.0379123,37.71367,401.54001,2.133963694912,0.5443784936,0,0,0,0,0,0,0,1,0,0,1.68974399265559,1.64195630269157,1.73892250118667,0.431057140983569,0.418866403747851,0.443602678874151,2.133963694912,3
"Nepal",2010,524,0.09,0.64,0.73,"Nepal",0.6160601944,NA,4.75,0.267,0.480010859216946,0.47029706652386,0.0496920742591931,0.40372749,3.65785740425,3.32919001775,0.0374064,27.72672,398.14999,2.9262859234,0.6160601944,0,0,0,0,0,0,0,0,1,0,2.3441570783563,2.29371964677276,2.39570359688006,0.493506753338169,0.482888346689002,0.504358651974749,2.9262859234,3
"Nepal",2015,524,0.09,0.53,0.61,"Nepal",0.6348611168,NA,5.62,0.315,0.438975794098045,0.506265200657401,0.0547590052445539,0.32091568,4.45989934552,3.96210601902,0.0470665,21.54274,433.92001,3.567919476416,0.6348611168,0,0,0,0,0,0,0,0,0,1,3.17790843370381,3.11635424044936,3.24067844467822,0.565464134110998,0.55451143068494,0.576633175209647,3.567919476416,3
"Netherlands",1970,528,0.16,0.44,0.6,"Netherlands",0.992805907582633,9.29266329497344,9.36,0.358,0.359928162359234,0.539052082289555,0.101019755351211,0.032175114,NA,NA,0.0507026,29.14122,469.3,9.29266329497344,0.992805907582633,1,0,0,0,0,0,0,0,0,0,9.26170498862749,8.89463218822223,9.64392652570292,0.989498396220886,0.950281216690409,1.03033403052382,9.29266329497344,1
"Netherlands",1975,528,0.17,0.4,0.57,"Netherlands",1.00102509559996,9.73997418018759,9.73,0.409,0.341023246236551,0.551695482390663,0.107281271372786,0.023943412,NA,NA,0.0622824,26.97326,474.08,9.73997418018759,1.00102509559996,0,1,0,0,0,0,0,0,0,0,9.6506947554431,9.26872328148597,10.0484075782879,0.991849409603607,0.95259232081048,1.0327243143153,9.73997418018759,1
"Netherlands",1980,528,0.17,0.34,0.51,"Netherlands",1.00977378604691,10.2088129769343,10.11,0.462,0.313322543549555,0.572412226528671,0.114265229921774,0.015910527,NA,NA,0.0452491,22.00062,476.23,10.2088129769343,1.00977378604691,0,0,1,0,0,0,0,0,0,0,9.94218592560844,9.55002453125408,10.3504510020757,0.983401179585405,0.944611724159652,1.0237834819066,10.2088129769343,1
"Netherlands",1985,528,0.17,0.28,0.46,"Netherlands",1.02015291393557,10.6707994797661,10.46,0.515,0.281641110650642,0.599385274209145,0.118973615140213,0.010635465,NA,NA,0.0560095,17.50047,475.33,10.6707994797661,1.02015291393557,0,0,0,1,0,0,0,0,0,0,10.1428041644466,9.74388737282897,10.5580526931364,0.969675350329499,0.931537989754204,1.00937406244134,10.6707994797661,1
"Netherlands",1990,528,0.18,0.26,0.45,"Netherlands",1.03232705937829,11.1697787824731,10.82,0.567,0.254549959154156,0.618606955846313,0.126843084999531,0.0075186032,NA,NA,0.0495257,17.10885,474.52,11.1697787824731,1.03232705937829,0,0,0,0,1,0,0,0,0,0,10.6301429346176,10.2113948812199,11.0660629742389,0.982453136286285,0.943751837451007,1.02274149484648,11.1697787824731,1
"Netherlands",1995,528,0.19,0.27,0.46,"Netherlands",1.04417218399934,11.6216364079127,11.13,0.615,0.242996818499263,0.626050800548356,0.130952380952381,0.0059975356,NA,NA,0.0341468,17.05465,476.96,11.6216364079127,1.04417218399934,0,0,0,0,0,1,0,0,0,0,10.4594675205713,10.2818982531909,10.6401034244757,0.939754494211262,0.923800382137544,0.955984135173019,11.6216364079127,1
"Netherlands",2000,528,0.2,0.27,0.47,"Netherlands",1.05247531546243,11.9771690899625,11.38,0.656,0.242680587439857,0.621673637535772,0.135645775024372,0.0050784612,NA,NA,0.0397375,14.87674,516.42,11.9771690899625,1.05247531546243,0,0,0,0,0,0,1,0,0,0,11.1317301762018,10.9314142553114,11.3357168451972,0.978183671019491,0.96058121751418,0.996108685869701,11.9771690899625,1
"Netherlands",2005,528,0.21,0.27,0.48,"Netherlands",1.05984578808384,12.2942111417726,11.6,0.693,0.24324076283475,0.616282128937917,0.140477108227333,0.0044792381,NA,NA,0.0418048,12.39727,541.27,12.2942111417726,1.05984578808384,0,0,0,0,0,0,0,1,0,0,11.6793476738459,11.4469855157879,11.9164265472718,1.00684031671086,0.98680909618861,1.02727815062688,12.2942111417726,1
"Netherlands",2010,528,0.23,0.26,0.49,"Netherlands",1.06883620014277,12.6336438856876,11.82,0.727,0.235620252253117,0.609163676511179,0.155216071235704,0.004150584,NA,NA,0.0448696,11.53029,541.33,12.6336438856876,1.06883620014277,0,0,0,0,0,0,0,0,1,0,12.0636295802179,11.8154744954519,12.3169965543684,1.02061163961234,0.999617131594916,1.04204708581797,12.6336438856876,1
"Netherlands",2015,528,0.27,0.26,0.53,"Netherlands",1.0809154898007,13.4249703833247,12.42,0.764,0.227168875638339,0.593629896389881,0.17920122797178,0.004014374,NA,NA,0.0294806,11.71981,530.27,13.4249703833247,1.0809154898007,0,0,0,0,0,0,0,0,0,1,12.8230295825087,12.5138081078908,13.1398920501433,1.03245004690086,1.00755298775288,1.05796232287788,13.4249703833247,1
