"cc","iso","year","wic_mys","highLS","prop_19","prop_20_64","prop_65","illiterate_prop","hlo_mean","adj_factor","qamys_piaac","qamys_dhs_full","HLO_reg_est","HLO_reg_low","HLO_reg_high","Illit_reg_est","Illit_reg_low","Illit_reg_high"
"Netherlands",528,2015,12.42,76.4,0.227168875638339,0.593629896389881,0.17920122797178,0.401437399,530.27,1.0809154898007,13.4249703833247,NA,12.6570627701002,12.025953991051,13.3212914406183,12.7081776272576,12.1325041307981,13.311166175165
"New Caledonia",540,2015,11.5,66.8,0.306577480490524,0.596060943887031,0.0973615756224452,2.1999969,NA,NA,NA,NA,NA,NA,NA,10.366564307741,9.98930046068679,10.7580762005772
"New Zealand",554,2015,13.52,82.8,0.268820699518918,0.584709400598102,0.14646989988298,0.2007187,492.69,1.07127568512237,14.4836472628545,NA,13.8046023563655,13.163914626394,14.4764723584032,13.549885832416,13.0087746000346,14.1135050545822
"Nicaragua",558,2015,6.78,28.6,0.399625104822665,0.549517404673036,0.0508574905042998,17.385452,365.66,NA,NA,5.58785991462,3.95858761428093,3.73928759251023,4.19074904303326,4.1477707213806,3.97875331019718,4.32396799094074
"Niger",562,2015,1.95,2.7,0.605307866298065,0.369268660467454,0.025423473234481,69.439606,147.45,NA,NA,0.37519115205,0.345849347936625,0.306092836261808,0.390769587844525,0.370871150854545,0.338343704825683,0.40652569731433
"Nigeria",566,2015,6.75,35.3,0.544078930665221,0.428559049529257,0.0273620198055213,37.98399,NA,NA,NA,2.72812331475,NA,NA,NA,2.86997837398669,2.71221417680572,3.03691940614072
"Norway",578,2015,13.1,78.9,0.242442307692308,0.594519230769231,0.163038461538462,0.2007187,530.48,1.06476024401567,13.9483591966053,NA,13.7747669111797,13.1539828231247,14.4248480485896,13.3773408490177,12.8472560306619,13.9292972572275
"Occupied Palestinian Territory",275,2015,10.74,47.6,0.515023484247325,0.455229802474961,0.0297467132777146,3.053477,400.62,NA,NA,NA,7.97165599715382,7.28773897275057,8.71975513592992,8.45926474544484,7.86316765556278,9.10055122414966
"Oman",512,2015,9.21,43.7,0.277879646607768,0.698973638463553,0.0231467149286786,5.2084694,414.85,NA,NA,NA,7.68802313085659,6.69298366704564,8.83099415759907,7.35617186575714,6.5990116477823,8.2002074563306
"Pakistan",586,2015,5.08,25.9,0.452323272857837,0.502829640737533,0.0448470864046297,40.86795,367.83,NA,NA,2.67423781636,2.33546262218254,2.21987273003538,2.4570713382856,2.01760263807375,1.92891151165329,2.11037177214682
"Panama",591,2015,10.2,53.5,0.36511815387716,0.55932886582355,0.0755529802992896,4.5881882,368.96,NA,NA,NA,7.74987263472223,7.3086045245155,8.21778297798896,8.40946886694317,8.11833593869702,8.71104215914434
"Papua New Guinea",598,2015,6.94,20.5,0.470153682961017,0.493389233353117,0.0364570836858655,38.400002,NA,NA,NA,3.87309835184,NA,NA,NA,3.14322477069267,2.95785267364932,3.3402143545258
"Paraguay",600,2015,8.79,35.5,0.404377099305629,0.535418957388803,0.0602039433055685,5.2580414,366.83,NA,NA,NA,6.04093044175364,5.73473865620402,6.36347055896378,6.8552394415302,6.56478777893448,7.15854181174138
"Peru",604,2015,10.22,66.8,0.367461412695327,0.564287740344011,0.0682508469606622,5.7765274,419.49,0.736206743062117,7.52403291409484,9.46682996644,7.97471830778152,7.54234404931247,8.43187895867241,8.06801196240737,7.70327489172827,8.45001871807075
"Philippines",608,2015,9.42,66.8,0.42277210008297,0.531511861554251,0.0457160383627791,1.8174515,367.48,NA,NA,8.84009814006,6.41383771821782,5.93359812110723,6.93294581736136,7.34777268377434,6.87584086212031,7.85209612832307
"Poland",616,2015,13.04,90.1,0.201715504354098,0.642156350293235,0.156128145352666,0.2007187,528.84,1.01263671516209,13.2047827657136,NA,13.9299616045161,13.2486954432994,14.6462594097469,13.1954608358952,12.596702955312,13.8226794177296
"Portugal",620,2015,9.35,45.3,0.193476236644812,0.599109174162211,0.207414589192977,3.8624115,525.21,NA,NA,NA,8.259344689899,7.38564487167208,9.23640059762564,9.05457455493154,8.26680814483291,9.91740934765225
"Puerto Rico",630,2015,12.44,83.5,0.261649428415895,0.593304300489929,0.145046271094175,7.6100006,396.29,NA,NA,NA,11.0576221620933,10.1608543153627,12.033536165827,10.9844734717374,10.5219491663024,11.4673294409865
"Qatar",634,2015,9.32,42.1,0.179301172772337,0.809817434409382,0.0108813928182807,6.6953659,438.9,NA,NA,NA,8.81403670762047,7.10672166478208,10.9315162106695,7.5604452413246,6.37436712146663,8.96721684801804
"Republic of Korea",410,2015,12.9,88.6,0.201708296763685,0.668623637039321,0.129668066196994,0.608500358,607.23,1.0319925285083,13.3127036177571,NA,14.9568237656874,13.7203366592167,16.304744024452,12.7109871747283,11.9911172602084,13.4740734703898
"Republic of Moldova",498,2015,11.06,73.6,0.216901547012961,0.683710863523451,0.0993875894635874,0.75089645,443.29,NA,NA,11.13967890546,10.268077261082,9.36629192554369,11.2566863682747,10.2945830893771,9.60684257955295,11.0315579865597
"Reunion",638,2015,9.91,51.3,0.321056289089646,0.575515404215891,0.103428306694464,5.640689328,NA,NA,NA,NA,NA,NA,NA,8.31972589556196,8.04907479269305,8.59947767414464
"Romania",642,2015,11.65,73.7,0.208929766391113,0.621058510397432,0.170011723211456,1.1555023,469.42,NA,NA,NA,11.0351156511706,10.4100166219047,11.6977505279363,11.6065007518393,11.1133891547304,12.1214921773082
"Russian Federation",643,2015,10.87,92.9,0.21233682609865,0.652776918698515,0.134886255202835,0.230494594,551.63,1.04917652815229,11.4045488610153,NA,10.4184993638934,9.65426449781379,11.2432313222854,10.1033038403338,9.48331549037789,10.7638250139072
"Rwanda",646,2015,4.56,8.90000000000001,0.511816915217503,0.460085659734764,0.0280974250477321,26.784409,NA,NA,NA,3.3570238692,NA,NA,NA,2.09595922935556,1.99675675758253,2.20009025858484
"Saint Lucia",662,2015,10.58,53.3,0.287810383747178,0.618510158013544,0.0936794582392777,9,NA,NA,NA,NA,NA,NA,NA,8.69372107127476,8.2721633611454,9.13676178351747
"Saint Vincent and the Grenadines",670,2015,10.82,39.6,0.335159817351598,0.591780821917808,0.0730593607305936,9,NA,NA,NA,NA,NA,NA,NA,8.85221513399482,8.35286767834404,9.38141435924939
"Samoa",882,2015,10.74,32.2,0.478844169246646,0.468008255933953,0.0531475748194014,0.90422821,NA,NA,NA,NA,NA,NA,NA,9.21657696126812,8.58864636351172,9.89041663699911
"Sao Tome and Principe",678,2015,4.68,8.3,0.541411042944785,0.428425357873211,0.0301635991820041,7.1833572,NA,NA,NA,3.51605096856,NA,NA,NA,2.80017850573246,2.54246638959481,3.08401310477724
"Saudi Arabia",682,2015,10.2,54.3,0.334158360931088,0.635307166965092,0.0305344721038204,4.6713715,375.6,NA,NA,NA,8.23483561373446,7.43958000594803,9.11510025176321,8.20655838360855,7.59854591558623,8.86322215483775
"Senegal",686,2015,4.26,11.8,0.535442953468189,0.434615127845651,0.0299419186861606,48.099579,319.54,NA,NA,1.9813426779,1.59549074117743,1.51129657728041,1.68437535256231,1.41886442104338,1.35679368154565,1.48377477923495
"Serbia",688,2015,12.06,81.1,0.227592207557404,0.609326975230519,0.163080817212077,1.503593498,512.22,NA,NA,NA,11.8733973663499,11.3774629106371,12.3909492060344,11.802575271712,11.3430960483137,12.2806667995319
"Seychelles",690,2015,10.65,53,0.279317697228145,0.638592750533049,0.082089552238806,4.1322937,360.57,NA,NA,NA,8.88043640431583,7.99821200732542,9.85997253622051,9.3183123392152,8.79564829850649,9.87203465899315
"Sierra Leone",694,2015,4.3,14,0.536258513739414,0.438721799317519,0.0250196869430667,56.793671,NA,NA,NA,1.5349752183,NA,NA,NA,1.26808830012603,1.19365294330443,1.34716539337215
"Singapore",702,2015,12.64,80.4,0.218761854869303,0.664378488718681,0.116859656412017,2.894453,619.17,0.971562764793548,12.2805533469904,NA,14.7121241137435,13.3403411806178,16.2249670385245,11.9605708088355,11.2835021326555,12.6782671187835
"Slovakia",703,2015,13.25,91.2,0.206147849907157,0.653282591509937,0.140569558582906,0.2007187,495.32,1.04368984090454,13.8288903919852,NA,13.9599631963937,13.1370757892431,14.8343950793249,13.2742719112182,12.5986901364314,13.9860805262147
"Slovenia",705,2015,12.2,81.8,0.192876765145308,0.626777194081642,0.180346040773049,0.30000305,518.04,0.97278202862638,11.8679407492418,NA,12.3826168691561,11.783279056492,13.0124390497085,12.4944789294608,11.9401578741617,13.0745343038189
"Solomon Islands",90,2015,6.69,20.6,0.502894109635683,0.462717058222676,0.0343888321416411,9,NA,NA,NA,NA,NA,NA,NA,4.38506630821955,4.1299327743232,4.65596114470251
"Somalia",706,2015,3.31,10.1,0.577184151865967,0.395944488387143,0.0268713597468901,62.25,NA,NA,NA,NA,NA,NA,NA,0.825388767277014,0.774700202790981,0.879393879971501
"South Africa",710,2015,10.07,48.9,0.386433394165535,0.562751520654311,0.0508150851801544,9.2927055,374.06,NA,NA,8.66473670619,7.66094206216711,7.20756841593221,8.14283401738483,7.60953668917143,7.27546050694263,7.95895305439291
"South Sudan",728,2015,2.63,16,0.530686285238091,0.434608035421174,0.0347056793407352,65.477242,NA,NA,NA,NA,NA,NA,NA,0.590633666677272,0.545069539610549,0.640006646604926
"Spain",724,2015,11.47,59.8,0.194276452762846,0.616949510537137,0.188774036700016,1.7232437,504.83,0.957579332710751,10.9834349461923,NA,11.3531216318504,10.4966580819394,12.2794674058559,11.7716114258668,11.03518443775,12.5571834656034
"Sri Lanka",144,2015,10.77,51.9,0.32226401247592,0.584736311009613,0.0929996765144675,8.0025072,292.3,NA,NA,NA,8.16891754543957,7.23912414634553,9.2181336464409,8.91790102248179,8.57414108213235,9.2754432059104
"Sudan",729,2015,4.98,24.9,0.52423860528066,0.441201359111247,0.0345600356080936,25.85919275,NA,NA,NA,NA,NA,NA,NA,2.32476917027441,2.21632441604685,2.43852012635327
"Suriname",740,2015,10.19,28.7,0.358937285378637,0.574191216338334,0.0668714982830291,5.6167297,NA,NA,NA,NA,NA,NA,NA,8.58767085180452,8.06510543175678,9.14409505033201
"Swaziland",748,2015,9.5,41.1,0.490105390856016,0.478808097657138,0.0310865114868451,11.58062,335.26,NA,NA,8.0023803565,6.29460400836909,5.88369819921723,6.73420666400726,6.54429838882798,6.20886774438468,6.8978504882392
"Sweden",752,2015,12.77,81.6,0.224761104909,0.579257863310016,0.195981031780985,0.2007187,509.15,1.06658913976492,13.6203433147981,NA,12.7964683980263,12.0342397168809,13.6069753731089,13.2905712254402,12.5673311228569,14.0554332317413
"Switzerland",756,2015,13.4,82.1,0.20016106156398,0.619870669968028,0.179968268467992,0.2007187,543.83,NA,NA,NA,14.7752432486906,14.0723747286606,15.5132177238969,14.1213813757495,13.498015148883,14.7735359428654
"Syrian Arab Republic",760,2015,7.29,26.9,0.496159614840593,0.463440280542938,0.0404001046164685,15.00593292,390.86,NA,NA,NA,4.26044561612114,4.0262662317425,4.50824555634767,4.51920766279655,4.32107354910072,4.72642681671767
"Taiwan Province of China",158,2015,12.39,77.7,0.202396617141689,0.674996060997057,0.122607321861253,2.878171591,597.75,NA,NA,NA,14.1580905668104,12.9748532570421,15.4492327987764,11.8269880270734,11.1367902797168,12.559960480471
"Tajikistan",762,2015,11.79,93,0.452613480859425,0.514169756371419,0.0332167627691552,0.19999695,NA,NA,NA,9.52618018239,NA,NA,NA,9.4951944552404,8.51993565383222,10.5820890445663
"Thailand",764,2015,10.22,44.7,0.250136906495776,0.644219341683659,0.105643751820565,6.6819649,440.25,NA,NA,NA,9.09369370221216,8.3062160673877,9.95582880083454,8.89508556273265,8.33341566749033,9.49461185249663
"The former Yugoslav Republic of Macedonia",807,2015,10.64,63.4,0.231579453636014,0.643180069257407,0.125240477106579,2.1999969,389,NA,NA,NA,9.04592301943153,8.23121388840034,9.9412704350687,9.88541338604815,9.43052178415353,10.3622471852263
"Timor-Leste",626,2015,6.72,37,0.564786462530218,0.400644641418211,0.0345688960515713,31.933167,NA,NA,NA,4.33909490784,NA,NA,NA,3.07885154529793,2.89849423419712,3.27043149720434
"Togo",768,2015,5.25,12.8,0.522603783251763,0.449500465153905,0.0278957515943319,36.254379,283.23,NA,NA,2.282895153,2.2311369307758,2.12222304612454,2.34564034772974,2.20111222597284,2.11986781496876,2.28547034730961
"Tonga",776,2015,11.03,35.8,0.475563909774436,0.466165413533835,0.0582706766917293,0.58563232,NA,NA,NA,NA,NA,NA,NA,9.58310844847894,8.93091827558985,10.2829255292052
"Trinidad and Tobago",780,2015,11.63,57,0.271283634759594,0.634612556976915,0.0941038082634907,1.3000031,438.75,NA,NA,NA,10.9771074166357,10.2204805801417,11.7897476827541,10.9444293524267,10.3864267609544,11.5324101933254
"Tunisia",788,2015,8.99,31.5,0.310308126230642,0.613600482500488,0.0760913912688699,20.490084,384.12,NA,NA,NA,6.8827191044074,6.24529830552687,7.58519768835575,6.07840256791545,5.63381627486938,6.55807288967687
"Turkey",792,2015,9.21,43.9,0.341053460003373,0.580928459364571,0.0780180806320556,4.0269089,470.39,0.85878086025655,7.90937172296283,NA,7.37753605921221,6.95738537172416,7.82305929554801,7.59937925128498,7.28860191765078,7.92340776150861
"Turkmenistan",795,2015,10.73,94.8,0.388130478517028,0.57113090961345,0.0407386118695215,0.30000305,NA,NA,NA,NA,NA,NA,NA,8.60275244370856,7.75281419412793,9.54586911985941
"Uganda",800,2015,6.68,9.90000000000001,0.594072749194139,0.38418021393305,0.021747036872811,23.472504,329.42,NA,NA,4.03208549484,3.32948369224713,3.06519157839107,3.61656404613979,3.50286075775913,3.26750757648752,3.75516604048362
"Ukraine",804,2015,10.98,93,0.197926136236414,0.643217959454195,0.158855904309391,0.025650024,478.3,1.02519505643627,11.2566417196703,NA,9.89506391879436,9.23193064345651,10.6058303228724,10.5125174550371,9.92995586006078,11.1292562424123
"United Arab Emirates",784,2015,10.24,52.4,0.173763901330595,0.81601083702943,0.0102252616399747,6.7728577,460.49,NA,NA,NA,10.4240776609224,8.45474869561629,12.8521141186943,8.43089924229699,7.09481733691687,10.0185894376602
"United Kingdom of Great Britain and Northern Ireland",826,2015,13.26,74.2,0.23359849770772,0.585175262335343,0.181226239956938,0.2007187,515.8,1.04178474116574,13.8140656678577,NA,13.9297999334569,13.1811043959188,14.721021877819,13.9366349312943,13.2445775008244,14.6648538389452
"United Republic of Tanzania",834,2015,7.22,6.7,0.556763036244834,0.412138150142058,0.0310988136131076,22.11277,352.92,NA,NA,5.0305402345,4.00513918652902,3.681764510814,4.35691632540719,4.06322712301711,3.79076027826598,4.3552779498824
"United States of America",840,2015,12.89,89.7,0.258714413072807,0.594872006471885,0.146413580455308,0.2007187,529.09,1.02985881680085,13.2748801485629,NA,13.1031858543459,12.3811400441984,13.8673400769731,12.6245553671564,12.0662085406472,13.2087389076278
"United States Virgin Islands",850,2015,9.99,47.8,0.270218839200761,0.555661274976213,0.174119885823026,9,NA,NA,NA,NA,NA,NA,NA,8.69675416491122,8.12904749060943,9.30410765741884
"Uruguay",858,2015,9.55,36,0.289302677973016,0.566366523880293,0.144330798146691,1.3987694,445.45,NA,NA,NA,7.78382174836563,7.15765225496984,8.4647701302143,8.97774279166078,8.37265553867776,9.62655937066602
"Uzbekistan",860,2015,11.23,90.4,0.371153988940146,0.586530608291985,0.042315402767869,0.012235005,NA,NA,NA,NA,NA,NA,NA,9.31311142861916,8.47673487374661,10.2320110011346
"Vanuatu",548,2015,7.2,18.8,0.463165848129958,0.494899886664148,0.0419342652058935,12.49369,NA,NA,NA,NA,NA,NA,NA,4.72481612476735,4.49799511671836,4.96307506646396
"Venezuela (Bolivarian Republic of)",862,2015,10.11,54.5,0.37138134668464,0.566050452532255,0.0625682007831055,3.1338463,422.71,NA,NA,NA,8.01866250758895,7.64516164333298,8.41041058519476,8.35867937329895,8.01581713970846,8.71620692536838
"Viet Nam",704,2015,8.08,22.9,0.305523942641529,0.627036361440865,0.0674396959176062,4.9996185,520.04,0.906615666680142,7.32545458677555,NA,6.63035449851329,5.8341690363869,7.53519490124009,6.559735043231,6.05669077691496,7.10456013395993
"Western Sahara",732,2015,3.58,11.6,0.371841155234657,0.602698080942428,0.0254607638229147,46.502411,NA,NA,NA,NA,NA,NA,NA,1.22240920628848,1.10002125221263,1.35841399846882
"Yemen",887,2015,2.38,19,0.517916652734588,0.45351329863317,0.0285700486322414,31.73413654,297.2,NA,NA,0.9795566872,0.580835168307097,0.520181228211539,0.648561452135174,0.811271757242926,0.721314064371247,0.9124484002315
"Zambia",894,2015,7.94,25.2,0.566489642535483,0.408484735550793,0.025025621913724,13.252037,324.46,NA,NA,4.58588371092,4.43355509648663,4.10479505854226,4.78864608664851,4.99911735135919,4.66158141781624,5.36109359736718
"Zimbabwe",716,2015,10.96,59.8,0.521946921726343,0.449815233857524,0.0282378444161327,13.861935,342.99,NA,NA,9.44912835808,7.64378222210617,6.87494738006784,8.49859692430255,7.33685303139443,6.78062745417233,7.93870667104099
