"country","year","iso","cc","hlo_mean","edu_exp_","tp_","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","region","fit1","lwr1","upr1","fit2","lwr2","upr2","fit3","lwr3","upr3","fit4","lwr4","upr4","fit5","lwr5","upr5","hlo"
"Madagascar",1980,450,"Madagascar",NA,0.0337349,41.61394,0,0,1,0,0,0,0,0,0,0,"Eastern Africa",331.037736466202,299.854379992794,362.221092939609,312.417913552883,269.790889343341,355.044937762424,353.190261645856,316.659992268886,389.720531022826,367.372428970075,326.679932656652,408.064925283497,352.287137971385,334.78283050076,369.791445442009,486.20001
"Madagascar",1985,450,"Madagascar",NA,0.0275618,39.49903,0,0,0,1,0,0,0,0,0,0,"Eastern Africa",345.497624014771,316.060594166287,374.934653863255,325.153836566831,283.022983203813,367.28468992985,387.856096997641,355.330244398775,420.381949596507,374.318631009493,333.406383517061,415.230878501926,356.678371695517,338.604124857567,374.752618533466,219.3
"Madagascar",1990,450,"Madagascar",NA,0.0214018,39.27622,0,0,0,0,1,0,0,0,0,0,"Eastern Africa",330.960222555681,305.526796136238,356.393648975123,315.861749492361,275.553528835464,356.169970149258,358.064818855982,331.866264929431,384.263372782534,375.882729908719,334.85193264668,416.913527170758,356.027668451855,337.333317505659,374.722019398051,219.3
"Madagascar",1995,450,"Madagascar",408.41,0.0216261,42.22005,0,0,0,0,0,1,0,0,0,0,"Eastern Africa",356.174065523368,334.698928743036,377.6492023037,351.367493152627,313.198716676413,389.536269628841,356.17588049335,335.233594620249,377.118166366451,367.478162615426,326.830775003047,408.125550227805,348.22435978326,329.887881502806,366.560838063714,408.41
"Madagascar",2000,450,"Madagascar",284.75,0.0244876,49.23321,0,0,0,0,0,0,1,0,0,0,"Eastern Africa",326.691838520296,307.076484798733,346.307192241859,351.339772785294,313.772254599052,388.907290971537,312.185073607248,291.940518433655,332.42962878084,347.104206646379,306.675981009659,387.532432283099,330.104585160873,311.898179532856,348.31099078889,284.75
"Madagascar",2005,450,"Madagascar",367.58,0.033177,49.10447,0,0,0,0,0,0,0,1,0,0,"Eastern Africa",336.557367461276,317.229427791208,355.885307131344,358.032734062081,320.372297224708,395.693170899454,307.82292936747,288.315645856353,327.330212878587,346.157630738197,305.64940950453,386.665851971864,332.203679053569,314.455623985117,349.951734122022,367.58
"Madagascar",2010,450,"Madagascar",NA,0.0259736,41.58718,0,0,0,0,0,0,0,0,1,0,"Eastern Africa",353.359580832837,332.767199167812,373.951962497862,365.721560694668,327.659610441392,403.783510947943,340.34407033079,320.941910318087,359.746230343492,368.620962768129,327.966208675659,409.275716860599,350.790167275622,332.82134169764,368.758992853604,358.16333
"Madagascar",2015,450,"Madagascar",NA,0.0300006,40.5368,0,0,0,0,0,0,0,0,0,1,"Eastern Africa",365.902423625524,344.815773474591,386.989073776457,372.225578276024,334.070771507238,410.38038504481,354.368835247148,333.905418945421,374.832251548875,370.99935447838,330.227524889044,411.771184067716,354.404347552919,336.625332012229,372.18336309361,385.15424
"Malawi",1970,454,"Malawi",NA,0.0279043,42.55424,1,0,0,0,0,0,0,0,0,0,"Eastern Africa",336.145295297734,303.735915077122,368.554675518346,273.397440170133,221.747947607122,325.046932733144,371.953346933998,334.507616063186,409.39907780481,364.871635874421,319.981566266367,409.761705482476,348.601994025564,330.85101379692,366.352974254208,486.20001
"Malawi",1975,454,"Malawi",NA,0.0256305,42.52135,0,1,0,0,0,0,0,0,0,0,"Eastern Africa",332.069570562356,300.281585604752,363.85755551996,278.072168496058,227.292298712792,328.852038279324,366.149028000893,329.374954488985,402.923101512801,365.308643783882,320.256197628929,410.361089938836,348.230219068302,330.301140580792,366.159297555811,486.20001
"Malawi",1980,454,"Malawi",NA,0.0430246,41.6012,0,0,1,0,0,0,0,0,0,0,"Eastern Africa",333.178629634283,301.997168358029,364.360090910537,271.878603124287,222.693717929861,321.063488318713,353.691701698995,317.028319511256,390.355083886733,365.297461093825,320.675981342363,409.918940845286,354.198262696304,336.729806461907,371.666718930702,486.20001
"Malawi",1985,454,"Malawi",NA,0.0326788,40.65769,0,0,0,1,0,0,0,0,0,0,"Eastern Africa",344.116508066542,314.989128257053,373.243887876031,284.934695702949,235.929975473185,333.939415932712,382.750750289212,350.098566974686,415.402933603738,369.543164856354,324.174795988867,414.911533723842,354.623219703332,336.995743034184,372.250696372479,219.3
"Malawi",1990,454,"Malawi",NA,0.0327054,39.37155,0,0,0,0,1,0,0,0,0,0,"Eastern Africa",333.321797994326,308.566172390726,358.077423597925,274.91808988954,227.506253881614,322.329925897465,358.163290711173,332.615921264344,383.710660158001,373.196243446808,327.292971267397,419.099515626218,358.057610827928,340.281324908243,375.833896747614,219.3
"Malawi",1995,454,"Malawi",356.68,0.0479501,63.22113,0,0,0,0,0,1,0,0,0,0,"Eastern Africa",316.033162687652,290.747921997963,341.318403377341,299.951634423472,262.310030342689,337.593238504255,260.475002936881,231.318334849431,289.631671024331,303.077840941819,262.668517323156,343.487164560483,297.552014204028,275.100642384595,320.003386023462,356.68
"Malawi",2000,454,"Malawi",238.04,0.043242,45.18078,0,0,0,0,0,0,1,0,0,0,"Eastern Africa",339.858495865482,320.783977334139,358.933014396826,310.587170121026,268.710575630218,352.463764611833,331.787405241725,312.952459407786,350.622351075665,355.086201883921,311.754753999827,398.417649768014,344.698567775174,327.239817948622,362.157317601726,238.04
"Malawi",2005,454,"Malawi",322.77,0.0392681,79.06918,0,0,0,0,0,0,0,1,0,0,"Eastern Africa",272.126232641057,239.178578529923,305.07388675219,306.951195455501,264.870445793035,349.031945117966,169.775867620021,135.299426115771,204.252309124272,259.325957174264,216.277927003617,302.373987344911,253.544695839964,223.565701093553,283.523690586375,322.77
"Malawi",2010,454,"Malawi",NA,0.0369065,74.25913,0,0,0,0,0,0,0,0,1,0,"Eastern Africa",284.083329955729,252.045149447614,316.121510463843,312.75996789646,271.846886949774,353.673048843147,190.029261250693,155.391697426515,224.66682507487,273.359925978219,231.609913714441,315.109938241997,265.891707562317,238.654866013936,293.128549110699,358.16333
"Malawi",2015,454,"Malawi",NA,0.0477585,64.09444,0,0,0,0,0,0,0,0,0,1,"Eastern Africa",318.197788049385,289.994250909849,346.401325188921,321.410678381345,282.980607345219,359.840749417472,246.457008411331,214.156903640512,278.757113182149,300.623556239087,260.192262975818,341.054849502356,295.184940070605,272.368965337726,318.000914803484,385.15424
"Malaysia",1970,458,"Malaysia",NA,0.0455094,30.98008,1,0,0,0,0,0,0,0,0,0,"South-Eastern Asia",453.689108106256,422.010607286642,485.36760892587,428.404957123311,390.329327026945,466.480587219677,426.226289777121,389.540061129656,462.912518424586,437.629265406357,399.579221685354,475.67930912736,459.429041246958,439.773397183046,479.08468531087,470.32001
"Malaysia",1975,458,"Malaysia",NA,0.0508761,31.30964,0,1,0,0,0,0,0,0,0,0,"South-Eastern Asia",450.555078771268,419.624648963679,481.485508578857,431.563273671018,393.331694822878,469.794852519158,419.112702213874,383.704376635256,454.521027792492,435.881464395003,397.681439159288,474.081489630717,459.634833988089,439.299439549976,479.970228426201,474.66
"Malaysia",1980,458,"Malaysia",NA,0.0500564,26.24843,0,0,1,0,0,0,0,0,0,0,"South-Eastern Asia",456.617178831954,425.775893743779,487.458463920129,430.200289984067,392.388000169369,468.012579798766,424.905470250618,389.694437131845,460.116503369392,450.396674897445,413.81372520613,486.97962458876,472.963040687346,453.80915152104,492.116929853651,460.29001
"Malaysia",1985,458,"Malaysia",NA,0.0447258,22.24703,0,0,0,1,0,0,0,0,0,0,"South-Eastern Asia",475.412305503842,447.610294319261,503.214316688423,443.483661399225,407.332854401553,479.634468396897,468.320756347308,437.43756447377,499.203948220846,462.57977901507,426.857709508772,498.301848521367,482.554144429187,464.35087023649,500.757418621884,485.095
"Malaysia",1990,458,"Malaysia",NA,0.0482381,20.07217,0,0,0,0,1,0,0,0,0,0,"South-Eastern Asia",467.362451123983,443.06795987204,491.656942375927,433.166279065359,398.686763455993,467.645794674726,448.002308976531,424.787487291372,471.21713066169,468.233344631602,432.883961279292,503.582727983913,489.062329474368,470.589047781588,507.535611167149,512.75
"Malaysia",1995,458,"Malaysia",NA,0.0489089,20.37978,0,0,0,0,0,1,0,0,0,0,"South-Eastern Asia",498.468222532799,476.180098755524,520.756346310073,469.569224595968,435.905976168713,503.232473023223,458.305211885803,440.285524705588,476.324899066018,467.257332865768,431.870412567821,502.644253163714,488.377749036495,469.835767973379,506.919730099611,546.40997
"Malaysia",2000,458,"Malaysia",511.8,0.0690816,18.6285,0,0,0,0,0,0,1,0,0,0,"South-Eastern Asia",492.17418243288,468.499447977027,515.848916888733,469.661744417477,436.225402982541,503.098085852413,455.601784606323,436.937926042905,474.265643169741,469.189698334178,433.404651029431,504.974745638925,497.123161348031,475.510690526683,518.735632169379,511.8
"Malaysia",2005,458,"Malaysia",496.7,0.0469775,15.02247,0,0,0,0,0,0,0,1,0,0,"South-Eastern Asia",502.673593331862,482.39817767256,522.949008991163,483.214364766352,450.624811002575,515.80391853013,465.825944030152,452.251660285511,479.400227774793,482.782430353434,447.773557491011,517.791303215857,502.270756900676,483.562083851058,520.979429950294,496.7
"Malaysia",2010,458,"Malaysia",453.5,0.0444584,12.03462,0,0,0,0,0,0,0,0,1,0,"South-Eastern Asia",510.592463350551,489.972225947538,531.212700753564,488.375641141411,455.587879808885,521.163402473937,477.65933085096,463.455273041195,491.863388660726,491.658825661556,456.511381768451,526.806269554662,509.727721191818,490.675026609516,528.78041577412,453.5
"Malaysia",2015,458,"Malaysia",474.05,0.0476806,11.59608,0,0,0,0,0,0,0,0,0,1,"South-Eastern Asia",521.608370023567,500.516558667527,542.700181379607,494.798249674759,462.121765219707,527.47473412981,488.821084181163,473.698043912427,503.944124449899,492.419045650834,457.321871232105,527.516220069563,511.548031708688,492.183836520979,530.912226896397,474.05
"Maldives",1970,462,"Maldives",NA,0.0152207,35.14341,1,0,0,0,0,0,0,0,0,0,"Southern Asia",342.806316546456,307.813572944663,377.79906014825,NA,NA,NA,405.562397615609,368.334636520404,442.790158710814,NA,NA,NA,NA,NA,NA,353.09
"Maldives",1975,462,"Maldives",NA,0.0232982,35.53086,0,1,0,0,0,0,0,0,0,0,"Southern Asia",340.161695756083,305.733807728669,374.589583783496,NA,NA,NA,398.310711522198,362.187205764609,434.434217279787,NA,NA,NA,NA,NA,NA,362.39001
"Maldives",1980,462,"Maldives",NA,0.0203436,37.87589,0,0,1,0,0,0,0,0,0,0,"Southern Asia",329.470649095771,294.588938268389,364.352359923153,NA,NA,NA,369.809566651159,333.265728462324,406.353404839994,NA,NA,NA,NA,NA,NA,372
"Maldives",1985,462,"Maldives",NA,0.0245464,37.97093,0,0,0,1,0,0,0,0,0,0,"Southern Asia",341.436414209704,308.461407135739,374.411421283669,NA,NA,NA,394.767161887878,362.367392425557,427.166931350199,NA,NA,NA,NA,NA,NA,381.91
"Maldives",1990,462,"Maldives",NA,0.0244999,40.30807,0,0,0,0,1,0,0,0,0,0,"Southern Asia",322.666658274259,292.037468325624,353.295848222894,NA,NA,NA,353.448718573362,327.290586263858,379.606850882866,NA,NA,NA,NA,NA,NA,392.14001
"Maldives",1995,462,"Maldives",NA,0.0267133,25.24035,0,0,0,0,0,1,0,0,0,0,"Southern Asia",387.894713070221,359.846409602321,415.94301653812,NA,NA,NA,434.80799987331,416.404425438652,453.211574307969,NA,NA,NA,NA,NA,NA,402.70999
"Maldives",2000,462,"Maldives",NA,0.038607,21.21133,0,0,0,0,0,0,1,0,0,0,"Southern Asia",384.720626647063,357.946415889254,411.494837404872,NA,NA,NA,442.22568738965,427.313880113769,457.13749466553,NA,NA,NA,NA,NA,NA,313.36749
"Maldives",2005,462,"Maldives",NA,0.0486504,15.39024,0,0,0,0,0,0,0,1,0,0,"Southern Asia",407.397184314705,379.207882105122,435.586486524288,NA,NA,NA,464.207778196267,450.642190984466,477.773365408068,NA,NA,NA,NA,NA,NA,401.54001
"Maldives",2010,462,"Maldives",NA,0.0309982,11.71987,0,0,0,0,0,0,0,0,1,0,"Southern Asia",413.37321655161,384.862735137112,441.883697966109,NA,NA,NA,478.471094602658,463.172039934481,493.770149270835,NA,NA,NA,NA,NA,NA,398.14999
"Maldives",2015,462,"Maldives",NA,0.0421691,10.26657,0,0,0,0,0,0,0,0,0,1,"Southern Asia",428.425915703744,399.362164092645,457.489667314843,NA,NA,NA,494.6963929305,479.625487028893,509.767298832107,NA,NA,NA,NA,NA,NA,433.92001
"Mali",1970,466,"Mali",NA,0.0276738,41.08712,1,0,0,0,0,0,0,0,0,0,"Western Africa",273.624811228891,238.269778576641,308.979843881141,136.205607510889,63.5559022546329,208.855312767144,378.715578394092,341.464229943557,415.966926844626,221.337963918984,149.577272148838,293.098655689129,285.28565953982,262.585572562697,307.985746516944,485.35001
"Mali",1975,466,"Mali",NA,0.0355959,41.56125,0,1,0,0,0,0,0,0,0,0,"Western Africa",270.754455376669,236.331365071578,305.17754568176,138.848092196129,67.2614749374977,210.43470945476,371.056314743048,334.730810180655,407.381819305442,218.793057340562,147.123582858566,290.462531822559,285.622376434591,262.924893523132,308.319859346051,485.35001
"Mali",1980,466,"Mali",NA,0.0339915,39.45185,0,0,1,0,0,0,0,0,0,0,"Western Africa",270.154521156451,236.900770093311,303.40827221959,136.532002835702,65.079086925494,207.98491874591,363.184151400776,326.990967623546,399.377335178006,225.033431904872,152.937407653643,297.129456156102,290.922111363283,268.189953202213,313.654269524353,485.35001
"Mali",1985,466,"Mali",NA,0.0243537,36.98351,0,0,0,1,0,0,0,0,0,0,"Western Africa",284.602672440536,251.870901018003,317.33444386307,150.025705728794,78.2451559748647,221.806255482723,399.31657611523,367.049292791898,431.583859438561,233.507987339051,160.778602898613,306.237371779489,295.555527659354,272.455902990757,318.655152327951,219.3
"Mali",1990,466,"Mali",NA,0.031965,54.19791,0,0,0,0,1,0,0,0,0,0,"Western Africa",234.897227250749,205.438336287732,264.356118213766,131.774074754353,65.8976288267499,197.650520681957,289.679549762213,259.667462739212,319.691636785214,183.409622988177,113.336583951246,253.482662025108,251.197709988189,227.025520566363,275.369899410014,219.3
"Mali",1995,466,"Mali",NA,0.0244072,74.88272,0,0,0,0,0,1,0,0,0,0,"Western Africa",219.373558976513,184.836154276838,253.910963676187,162.105993492845,95.1225822983682,229.089404687321,205.515507700791,172.123308715226,238.907706686356,125.73474634322,54.3359020084495,197.133590677991,194.52212768333,162.569264815851,226.47499055081,279.42499
"Mali",2000,466,"Mali",170.91,0.025532,58.93558,0,0,0,0,0,0,1,0,0,0,"Western Africa",239.927895773817,213.282421724189,266.573369823444,170.909999999997,106.941869663323,234.878130336672,267.442161356,243.402031037541,291.482291674459,170.909999999999,100.988529113614,240.831470886384,237.266558750758,211.83165226564,262.701465235876,170.91
"Mali",2005,466,"Mali",NA,0.0360509,52.08003,0,0,0,0,0,0,0,1,0,0,"Western Africa",264.984762830575,239.72542015013,290.24410551102,179.767507436447,114.696189613415,244.838825259478,294.222672242411,273.421421134627,315.023923350196,188.814518304444,118.55938920638,259.069647402507,257.669885606361,233.857545757355,281.482225455367,292.46832
"Mali",2010,466,"Mali",NA,0.0291082,45.66048,0,0,0,0,0,0,0,0,1,0,"Western Africa",279.435120447363,254.283143422135,304.58709747259,187.001950965453,121.110573928515,252.89332800239,321.688327533982,300.932128090533,342.444526977431,208.11708065547,137.178795800206,279.055365510734,273.382335902584,250.59602663636,296.168645168808,293.06
"Mali",2015,466,"Mali",NA,0.0356147,39.45995,0,0,0,0,0,0,0,0,0,1,"Western Africa",303.854057961169,278.292042148214,329.416073774125,194.968052643245,127.796103232361,262.14000205413,359.607793495587,339.580930563101,379.634656428073,224.765194912454,152.662998034667,296.867391790241,291.228513736315,268.474160651425,313.982866821206,385.15424
"Malta",1970,470,"Malta",NA,0.0316956,23.43059,1,0,0,0,0,0,0,0,0,0,"Southern Europe",443.607274294481,414.317786708829,472.896761880133,441.234505512805,399.165194180513,483.303816845096,460.421638095827,424.153833007076,496.689443184578,472.672304518682,430.893837263294,514.450771774069,451.532359221584,436.048143247842,467.016575195326,412.34
"Malta",1975,470,"Malta",NA,0.0373084,20.59008,0,1,0,0,0,0,0,0,0,0,"Southern Europe",447.492177694299,418.957245743785,476.027109644813,445.524313588705,403.56429792277,487.484329254639,467.95495455241,432.91323627716,502.996672827661,479.901316936724,438.791486401039,521.011147472409,460.239698970571,445.557398266783,474.921999674359,427.87
"Malta",1980,470,"Malta",NA,0.0302821,21.64269,0,0,1,0,0,0,0,0,0,0,"Southern Europe",438.713796449553,409.404434101099,468.023158798006,443.015880572987,400.755609061815,485.276152084159,445.226487742203,410.043462001777,480.40951348263,477.969666528406,436.334369641453,519.604963415359,456.013508368744,440.861795607852,471.165221129636,480.24084
"Malta",1985,470,"Malta",NA,0.0328927,23.15963,0,0,0,1,0,0,0,0,0,0,"Southern Europe",447.194262955311,420.716317752501,473.672208158122,452.815766110579,411.725275887474,493.906256333683,463.543771838014,432.669820008745,494.417723667283,473.261933271887,431.596089834843,514.927776708932,452.496670256077,437.132374135961,467.860966376193,458.84
"Malta",1990,470,"Malta",NA,0.0155162,22.96946,0,0,0,0,1,0,0,0,0,0,"Southern Europe",430.034014608218,407.488215399893,452.579813816543,445.540322518675,404.380704262,486.699940775349,433.067376161621,407.65926178167,458.475490541571,476.42761571971,433.326415715257,519.528815724162,449.492440204026,432.450527694564,466.534352713489,457.15601
"Malta",1995,470,"Malta",NA,0.0427743,21.0745,0,0,0,0,0,1,0,0,0,0,"Southern Europe",472.024850621585,453.298158936601,490.751542306568,477.951456780574,439.394369557008,516.508544004141,454.80562297019,437.08717319843,472.52407274195,477.698191184696,436.755311952014,518.641070417377,460.052660082945,445.214609189612,474.890710976279,481.202
"Malta",2000,470,"Malta",NA,0.04205,18.83126,0,0,0,0,0,0,1,0,0,0,"Southern Europe",462.05843461146,444.809749155927,479.307120066993,482.006163912712,443.809508433699,520.202819391726,453.377741107884,438.252399486532,468.503082729236,484.186185147766,443.429700767464,524.942669528068,465.887070537691,451.476306400808,480.297834674575,469.7775
"Malta",2005,470,"Malta",494.21,0.0557411,17.68269,0,0,0,0,0,0,0,1,0,0,"Southern Europe",475.301607159637,458.058263042138,492.544951277137,488.1727845689,450.75520665986,525.590362477941,453.962133548928,440.036655214133,467.887611883722,485.38389225409,444.918342197204,525.849442310976,471.715850872291,456.456923587123,486.974778157458,494.21
"Malta",2010,470,"Malta",490.06,0.0575322,13.12764,0,0,0,0,0,0,0,0,1,0,"Southern Europe",487.643122332194,470.246692188819,505.039552475568,493.13585180089,455.728115215529,530.543588386251,473.236137925417,458.166746958856,488.305528891978,498.06545902663,457.667061037343,538.463857015918,484.222130484607,469.026369915932,499.417891053281,490.06
"Malta",2015,470,"Malta",498,0.0520455,13.15354,0,0,0,0,0,0,0,0,0,1,"Southern Europe",495.658092076539,478.101095651891,513.215088501186,500.961363630209,463.544364449669,538.37836281075,481.838772990757,466.389076621111,497.288469360402,498.820648719281,458.408910557176,539.232386881386,483.044387016291,468.4377904996,497.650983532981,498
"Martinique",1970,474,"Martinique",NA,NA,25.32785,1,0,0,0,0,0,0,0,0,0,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.89798
"Martinique",1975,474,"Martinique",NA,NA,25.1863,0,1,0,0,0,0,0,0,0,0,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.28867
"Martinique",1980,474,"Martinique",NA,NA,19.94024,0,0,1,0,0,0,0,0,0,0,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.94931
"Martinique",1985,474,"Martinique",NA,NA,15.94857,0,0,0,1,0,0,0,0,0,0,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.76135
"Martinique",1990,474,"Martinique",NA,NA,12.29869,0,0,0,0,1,0,0,0,0,0,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.29367
"Martinique",1995,474,"Martinique",NA,NA,13.28869,0,0,0,0,0,1,0,0,0,0,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.97501
"Martinique",2000,474,"Martinique",NA,NA,18.90634,0,0,0,0,0,0,1,0,0,0,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.00339
"Martinique",2005,474,"Martinique",NA,NA,16.20758,0,0,0,0,0,0,0,1,0,0,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.245
"Martinique",2010,474,"Martinique",NA,NA,14.78248,0,0,0,0,0,0,0,0,1,0,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.06
"Martinique",2015,474,"Martinique",NA,NA,15.33458,0,0,0,0,0,0,0,0,0,1,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.91666
"Mauritania",1970,478,"Mauritania",NA,0.0276738,23.01867,1,0,0,0,0,0,0,0,0,0,"Western Africa",313.311588179983,273.254187746048,353.368988613918,NA,NA,NA,462.131712709967,425.745480541243,498.517944878692,NA,NA,NA,NA,NA,NA,485.35001
"Mauritania",1975,478,"Mauritania",NA,0.0446975,38.5283,0,1,0,0,0,0,0,0,0,0,"Western Africa",279.48636125643,244.50505338745,314.467669125411,NA,NA,NA,385.49211592413,349.518535600109,421.465696248151,NA,NA,NA,NA,NA,NA,485.35001
"Mauritania",1980,478,"Mauritania",NA,0.0380244,44.18202,0,0,1,0,0,0,0,0,0,0,"Western Africa",260.682122050595,227.560199539236,293.804044561955,NA,NA,NA,341.538655320193,304.531560623577,378.545750016809,NA,NA,NA,NA,NA,NA,485.35001
"Mauritania",1985,478,"Mauritania",NA,0.0292471,49.04712,0,0,0,1,0,0,0,0,0,0,"Western Africa",259.218322881836,226.995015562119,291.441630201552,NA,NA,NA,343.855981909908,309.338527699508,378.373436120307,NA,NA,NA,NA,NA,NA,219.3
"Mauritania",1990,478,"Mauritania",NA,0.031965,47.99172,0,0,0,0,1,0,0,0,0,0,"Western Africa",248.5289266077,219.931506534341,277.126346681059,NA,NA,NA,318.331502676262,290.410354933173,346.25265041935,NA,NA,NA,NA,NA,NA,219.3
"Mauritania",1995,478,"Mauritania",NA,0.0238831,49.34744,0,0,0,0,0,1,0,0,0,0,"Western Africa",275.341786299287,249.726265584017,300.957307014556,NA,NA,NA,323.378586572593,300.597132836413,346.160040308774,NA,NA,NA,NA,NA,NA,279.42499
"Mauritania",2000,478,"Mauritania",NA,0.0223992,41.53815,0,0,0,0,0,0,1,0,0,0,"Western Africa",277.428254058456,253.479646774177,301.376861342735,NA,NA,NA,347.611147809354,329.508174358622,365.714121260086,NA,NA,NA,NA,NA,NA,229.00166
"Mauritania",2005,478,"Mauritania",NA,0.0303841,40.10952,0,0,0,0,0,0,0,1,0,0,"Western Africa",289.988714036825,266.14016745037,313.837260623279,NA,NA,NA,349.216604180055,332.916686717714,365.516521642396,NA,NA,NA,NA,NA,NA,292.46832
"Mauritania",2010,478,"Mauritania",NA,0.0246785,37.26659,0,0,0,0,0,0,0,0,1,0,"Western Africa",296.864513461764,271.9921101731,321.736916750427,NA,NA,NA,360.229116438848,342.112750186999,378.345482690698,NA,NA,NA,NA,NA,NA,293.06
"Mauritania",2015,478,"Mauritania",NA,0.0263107,35.70184,0,0,0,0,0,0,0,0,0,1,"Western Africa",309.992464649627,284.420118580354,335.564810718901,NA,NA,NA,376.514455365074,357.55450110222,395.474409627928,NA,NA,NA,NA,NA,NA,385.15424
"Mauritius",1970,480,"Mauritius",NA,0.0346792,30.31254,1,0,0,0,0,0,0,0,0,0,"Eastern Africa",364.574728401713,329.163344300666,399.986112502759,367.505462832942,329.95995441,405.050971255883,428.792080617882,392.478845513178,465.105315722586,394.159018164197,358.47570890137,429.842327427023,382.608950078369,362.745072932617,402.472827224121,486.20001
"Mauritius",1975,480,"Mauritius",NA,0.0300503,23.08498,0,1,0,0,0,0,0,0,0,0,"Eastern Africa",375.766208613509,338.587776412774,412.944640814245,375.275177242498,337.593199162067,412.957155322929,456.090991256514,420.789681397481,491.392301115547,415.409601636871,380.44660023691,450.372603036832,400.943206575419,377.941291547913,423.945121602926,486.20001
"Mauritius",1980,480,"Mauritius",NA,0.0454957,20.66767,0,0,1,0,0,0,0,0,0,0,"Eastern Africa",379.720507026281,343.234232162571,416.20678188999,369.989480340647,331.975144285587,408.003816395707,450.452714711245,415.503866308323,485.401563114166,419.949920048728,384.592510690551,455.307329406904,410.50910158736,386.945464956641,434.07273821808,486.20001
"Mauritius",1985,480,"Mauritius",NA,0.0343023,22.07619,0,0,0,1,0,0,0,0,0,0,"Eastern Africa",385.299442523603,350.95347621784,419.645408829366,382.326345109537,345.952507128801,418.700183090273,468.612823376769,437.782368480914,499.443278272624,417.63574444949,382.651725525085,452.619763373895,404.491967989855,381.297573958637,427.686362021072,219.3
"Mauritius",1990,480,"Mauritius",NA,0.0334012,21.33573,0,0,0,0,1,0,0,0,0,0,"Eastern Africa",373.095161491573,342.477551963758,403.712771019388,372.27510287372,337.697776491705,406.852429255736,441.46193555085,418.118032116128,464.805838985572,419.877340707297,384.885468206297,454.869213208297,406.284046245628,382.697304951831,429.870787539426,219.3
"Mauritius",1995,480,"Mauritius",416.54,0.0393976,24.83251,0,0,0,0,0,1,0,0,0,0,"Eastern Africa",398.407311532584,372.704042837404,424.110580227763,406.531706216217,373.478558606271,439.584853826163,437.295229145045,419.685583752275,454.904874537815,409.028529471043,373.868238035486,444.1888209066,398.172862275471,376.388202381285,419.957522169657,416.54
"Mauritius",2000,480,"Mauritius",397.78,0.0318379,24.25831,0,0,0,0,0,0,1,0,0,0,"Eastern Africa",383.220214027262,358.568344320384,407.87208373414,411.2035810432,378.482735471273,443.924426615126,427.83625022813,412.706258702043,442.966241754216,411.803236700788,376.813603156273,446.792870245303,398.176174704573,375.813038748041,420.539310661104,397.78
"Mauritius",2005,480,"Mauritius",405.54,0.0210685,21.76204,0,0,0,0,0,0,0,1,0,0,"Eastern Africa",393.860110654375,367.861407010829,419.858814297921,422.294381514548,389.5261006331,455.062662395996,433.477071220363,417.806783008902,449.147359431824,420.528152677972,385.36643839246,455.689866963483,402.65539498647,378.214750162393,427.096039810548,405.54
"Mauritius",2010,480,"Mauritius",444.73,0.0315162,20.25677,0,0,0,0,0,0,0,0,1,0,"Eastern Africa",401.471794609043,375.675425471982,427.268163746103,424.560331226036,391.919759605802,457.200902846271,439.083695588785,424.619334343914,453.548056833655,423.2300811502,388.195477643348,458.264684657052,408.779793955548,384.565880016216,432.993707894879,444.73
"Mauritius",2015,480,"Mauritius",NA,0.0381144,17.68787,0,0,0,0,0,0,0,0,0,1,"Eastern Africa",417.934828940139,390.975123535773,444.894534344505,431.162617386643,397.869379814866,464.455854958419,460.241480767827,445.38159984474,475.101361690914,429.537922307699,394.223942683629,464.851901931769,416.962104771412,391.822457525588,442.101752017235,385.15424
"Mayotte",1970,175,"Mayotte",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Eastern Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.20001
"Mayotte",1975,175,"Mayotte",NA,NA,NA,0,1,0,0,0,0,0,0,0,0,"Eastern Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.20001
