"year","iso","wic_mys","adj_factor","qamys_piaac","country","old_dep","youth_dep","tot_dep","highLS","illiterate_prop","qamys_dhs_full","qamys_dhs_part","qamys","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit1","lwr1","upr1","qamys_pred","plot"
2010,638,9.52,NA,NA,"Reunion",0.13,0.38,0.51,46.7,7.1383586,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,7.84164910487422,7.70692688177644,7.97872636230344,7.84164910487422,2
2015,638,9.91,NA,NA,"Reunion",0.16,0.37,0.53,51.3,5.5800066,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,8.51508132297486,8.37720815698873,8.6552236232051,8.51508132297486,2
1970,642,7.27,NA,NA,"Romania",0.13,0.4,0.52,25.1,6.3271265,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,6.5718967494364,6.31238443130415,6.8420780380655,6.5718967494364,1
1975,642,7.98,NA,NA,"Romania",0.14,0.39,0.53,31.1,5.2666769,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,7.2634310471749,6.97790331046955,7.56064224878379,7.2634310471749,1
1980,642,8.68,NA,NA,"Romania",0.16,0.43,0.59,38.2,4.2563105,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,7.97217703939919,7.66036901992959,8.29667690710125,7.97217703939919,1
1985,642,9.18,NA,NA,"Romania",0.15,0.39,0.53,44.4,3.4459076,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,8.33567165100803,8.01240733897865,8.6719782125151,8.33567165100803,1
1990,642,9.74,NA,NA,"Romania",0.16,0.36,0.52,51,3.2900238,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,8.9547607103818,8.60839269951241,9.31506521359551,8.9547607103818,1
1995,642,10.28,NA,NA,"Romania",0.18,0.31,0.49,57.9,2.2095544,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,9.34474150087593,9.19267852087929,9.49931986850772,9.34474150087593,1
2000,642,10.69,NA,NA,"Romania",0.2,0.27,0.47,63.3,2.7024078,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,9.91360093058654,9.7501203522231,10.0798225930122,9.91360093058654,1
2005,642,11.03,NA,NA,"Romania",0.22,0.23,0.45,67.6,1.3209325,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,10.5819670262403,10.3912214210775,10.7762140374857,10.5819670262403,1
2010,642,11.24,NA,NA,"Romania",0.23,0.23,0.46,70.2,1.3957138,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,10.9057197432032,10.6998105035397,11.1155915404246,10.9057197432032,1
2015,642,11.65,NA,NA,"Romania",0.25,0.23,0.48,73.7,1.1555023,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,11.5741920051921,11.3301789212548,11.8234602916771,11.5741920051921,1
1970,643,6.43,1.02821010835814,6.61139099674283,"Russian Federation",0.12,0.4,0.51,33.1,1.688182,NA,NA,6.61139099674283,1,0,0,0,0,0,0,0,0,0,5.90739118743106,5.6492576331817,6.17731973071368,6.61139099674283,1
1975,643,7.28,1.03689256685471,7.54857788670225,"Russian Federation",0.13,0.34,0.47,44,1.382743,NA,NA,7.54857788670225,0,1,0,0,0,0,0,0,0,0,6.78039640024687,6.48870585297064,7.08519948140863,7.54857788670225,1
1980,643,8.11,1.04901856451176,8.50754055819037,"Russian Federation",0.15,0.32,0.47,55.1,1.1037799,NA,NA,8.50754055819037,0,0,1,0,0,0,0,0,0,0,7.65346872980506,7.32907283209865,7.99222288275869,8.50754055819037,1
1985,643,8.72,1.04916373677312,9.14870778466157,"Russian Federation",0.15,0.33,0.48,63.9,0.87545735,NA,NA,9.14870778466157,0,0,0,1,0,0,0,0,0,0,8.18463740901989,7.84056109814587,8.54381321420596,9.14870778466157,1
1990,643,9.27,1.05440238194856,9.77431008066311,"Russian Federation",0.15,0.34,0.5,72,0.69142246,NA,NA,9.77431008066311,0,0,0,0,1,0,0,0,0,0,8.79631314652196,8.41790118650278,9.19173595144332,9.77431008066311,1
1995,643,9.83,1.06368326087811,10.4560064544318,"Russian Federation",0.18,0.32,0.5,80.6,0.53945488,NA,NA,10.4560064544318,0,0,0,0,0,1,0,0,0,0,9.21054858745608,8.9782446712036,9.4488631562896,10.4560064544318,1
2000,643,10.16,1.05958896697988,10.7654239045156,"Russian Federation",0.18,0.26,0.44,86.2,0.41244248,NA,NA,10.7654239045156,0,0,0,0,0,0,1,0,0,0,9.67596358267711,9.41052527217355,9.94888898817752,10.7654239045156,1
2005,643,10.43,1.04923610733685,10.9435325995233,"Russian Federation",0.19,0.21,0.41,90.2,0.33163258,NA,NA,10.9435325995233,0,0,0,0,0,0,0,1,0,0,10.0958835970723,9.80777553697129,10.3924549681436,10.9435325995233,1
2010,643,10.69,1.04092739008229,11.1275137999797,"Russian Federation",0.18,0.21,0.39,91.6,0.26956064,NA,NA,11.1275137999797,0,0,0,0,0,0,0,0,1,0,10.3948139813033,10.0920965075649,10.7066116168136,11.1275137999797,1
2015,643,10.87,1.04917652815229,11.4045488610153,"Russian Federation",0.19,0.24,0.44,92.9,0.23176168,NA,NA,11.4045488610153,0,0,0,0,0,0,0,0,0,1,10.6785563827371,10.3708881792742,10.9953520323537,11.4045488610153,1
1970,646,1.18,NA,NA,"Rwanda",0.06,0.97,1.02,0.5,69.926804,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.350132566265268,0.324632491567963,0.377635686949829,0.350132566265268,3
1975,646,1.41,NA,NA,"Rwanda",0.05,0.94,0.99,0.600000000000009,61.756569,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.452939116409834,0.422249155496375,0.485859688536151,0.452939116409834,3
1980,646,1.65,NA,NA,"Rwanda",0.05,0.97,1.01,0.699999999999989,57.467659,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.55272106749929,0.517935670807053,0.589842707650391,0.55272106749929,3
1985,646,1.95,NA,NA,"Rwanda",0.04,1.03,1.07,1.2,50.759399,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.697094353468342,0.656421363138354,0.740287511841724,0.697094353468342,3
1990,646,2.32,NA,NA,"Rwanda",0.05,1.02,1.07,1.8,42.146511,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0.928554880143803,0.877133671156961,0.982990613393727,0.928554880143803,3
1995,646,2.74,NA,NA,"Rwanda",0.04,0.8,0.84,2.59999999999999,37.161499,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1.1351899707808,1.09569491827787,1.17610864873473,1.1351899707808,3
2000,646,3.1,NA,NA,"Rwanda",0.06,0.86,0.92,3.59999999999999,35.111397,2.2314564088,1.974223406,1.78516512704,0,0,0,0,0,0,1,0,0,0,1.36392675993881,1.32218161810049,1.40698991803394,1.78516512704,3
2005,646,3.57,NA,NA,"Rwanda",0.05,0.76,0.81,4.89999999999999,25.384823,2.67370873854,2.27957587263,2.138966990832,0,0,0,0,0,0,0,1,0,0,1.77742647434894,1.72067706071044,1.83604753259864,2.138966990832,3
2010,646,4.1,NA,NA,"Rwanda",0.05,0.76,0.81,6.7,31.670855,3.2859496166,2.9394047918,2.62875969328,0,0,0,0,0,0,0,0,1,0,2.00113234760894,1.95501631251408,2.04833619393037,2.62875969328,3
2015,646,4.56,NA,NA,"Rwanda",0.05,0.72,0.77,8.90000000000001,26.784409,3.7703183368,3.35004167624,3.01625466944,0,0,0,0,0,0,0,0,0,1,2.39930718138199,2.34405243454614,2.45586441062093,3.01625466944,3
1970,662,5.3,NA,NA,"Saint Lucia",0.1,1.11,1.21,6.09999999999999,17.808514,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3.8373657455049,3.68275690452355,3.99846534716618,3.8373657455049,2
1975,662,6.1,NA,NA,"Saint Lucia",0.1,0.96,1.06,9.2,21.10346,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,4.29308113999453,4.1176567578079,4.47597912080184,4.29308113999453,2
1980,662,6.9,NA,NA,"Saint Lucia",0.1,0.86,0.96,13.4,9.9020233,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,5.37508460526167,5.14872803572715,5.61139262226359,5.37508460526167,2
1985,662,7.63,NA,NA,"Saint Lucia",0.1,0.76,0.86,18.8,16.747963,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,5.55717342828645,5.32043282665443,5.80444815642418,5.55717342828645,2
1990,662,8.21,NA,NA,"Saint Lucia",0.13,0.65,0.79,23.7,5.9000015,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,6.74597207853812,6.45676023209589,7.04813833076836,6.74597207853812,2
1995,662,8.77,NA,NA,"Saint Lucia",0.13,0.61,0.74,28.8,13.912856,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,6.50665419020382,6.34856559462902,6.66867942369758,6.50665419020382,2
2000,662,9.31,NA,NA,"Saint Lucia",0.13,0.54,0.66,34.7,4,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,7.73866093688008,7.56212469893885,7.91931837680452,7.73866093688008,2
2005,662,9.82,NA,NA,"Saint Lucia",0.11,0.43,0.54,41.8,9.9192209,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,7.83908060006561,7.67440232149632,8.00729256559793,7.83908060006561,2
2010,662,10.12,NA,NA,"Saint Lucia",0.13,0.34,0.47,47,4,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,8.72035627209825,8.55393872660229,8.89001148392946,8.72035627209825,2
2015,662,10.58,NA,NA,"Saint Lucia",0.13,0.28,0.41,53.3,7.0446215,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,9.03378012965792,8.86983294584025,9.20075766131257,9.03378012965792,2
1970,670,6.73,NA,NA,"Saint Vincent and the Grenadines",0.11,1.09,1.2,7.19999999999999,4.3678436,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,5.8982514863695,5.64241120788116,6.1656921686011,5.8982514863695,2
1975,670,7.55,NA,NA,"Saint Vincent and the Grenadines",0.11,1.01,1.12,10.3,21.10346,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,5.6456418371714,5.39083640008446,5.91249101032275,5.6456418371714,2
1980,670,8.31,NA,NA,"Saint Vincent and the Grenadines",0.11,0.86,0.98,14.1,13.758053,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,6.58820450011834,6.29371104966717,6.89647780027572,6.58820450011834,2
1985,670,8.91,NA,NA,"Saint Vincent and the Grenadines",0.1,0.73,0.84,17.8,16.747963,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,6.74783863172213,6.43008970829405,7.08128941669803,6.74783863172213,2
1990,670,9.44,NA,NA,"Saint Vincent and the Grenadines",0.11,0.68,0.79,21.4,10.757634,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,7.60851721839958,7.25719421730432,7.97684787388616,7.60851721839958,2
1995,670,9.89,NA,NA,"Saint Vincent and the Grenadines",0.11,0.58,0.7,24.6,13.912856,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,7.47226896218369,7.23055162257927,7.72206691241302,7.47226896218369,2
2000,670,10.22,NA,NA,"Saint Vincent and the Grenadines",0.11,0.51,0.62,27.4,7.0584054,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,8.32205581482438,8.07015685508836,8.58181745766004,8.32205581482438,2
2005,670,10.51,NA,NA,"Saint Vincent and the Grenadines",0.11,0.44,0.56,31.7,9.9192209,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,8.4387381306146,8.1905128277679,8.69448625923168,8.4387381306146,2
2010,670,10.67,NA,NA,"Saint Vincent and the Grenadines",0.1,0.4,0.5,35.5,6.700449,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,8.86311393721006,8.61817035412187,9.11501924841811,8.86311393721006,2
2015,670,10.82,NA,NA,"Saint Vincent and the Grenadines",0.11,0.36,0.47,39.6,7.0446215,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,9.07149173577847,8.83902482618774,9.31007253973169,9.07149173577847,2
1970,882,7.39,NA,NA,"Samoa",0.05,1.09,1.14,7.09999999999999,34.288975,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,4.9168642106499,4.65615243489699,5.19217401148179,4.9168642106499,2
1975,882,7.84,NA,NA,"Samoa",0.05,1.05,1.1,9.2,31.460569,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,5.2461697373531,4.97164402856349,5.53585428783641,5.2461697373531,2
1980,882,8.4,NA,NA,"Samoa",0.05,0.91,0.96,12,28.831764,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,5.6598878396526,5.36249754558678,5.97377063301612,5.6598878396526,2
1985,882,8.95,NA,NA,"Samoa",0.06,0.79,0.85,14.7,25.695402,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,6.12711688568301,5.80342604603178,6.46886184695879,6.12711688568301,2
1990,882,9.4,NA,NA,"Samoa",0.07,0.72,0.79,17,2.0556717,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,8.02651662452921,7.64074269756809,8.43176791496317,8.02651662452921,2
1995,882,9.71,NA,NA,"Samoa",0.08,0.74,0.81,18.9,21.201967,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,6.70057601692808,6.44052291417505,6.9711294497246,6.70057601692808,2
2000,882,9.96,NA,NA,"Samoa",0.08,0.74,0.82,20.4,19.134161,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,7.06389149376318,6.79462431868679,7.34382957692409,7.06389149376318,2
2005,882,10.38,NA,NA,"Samoa",0.09,0.71,0.8,24,17.144188,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,7.64134331857037,7.35908267965714,7.93443018022735,7.64134331857037,2
2010,882,10.58,NA,NA,"Samoa",0.09,0.68,0.76,28.1,1.026741,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,9.12284801795828,8.82965527819646,9.42577635666938,9.12284801795828,2
2015,882,10.74,NA,NA,"Samoa",0.09,0.65,0.74,32.2,0.90422821,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,9.35212086899622,9.0668783304232,9.6463370920995,9.35212086899622,2
1970,678,0.69,NA,NA,"Sao Tome and Principe",0.1,0.98,1.08,0,71.674934,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.178049101590068,0.160581635029429,0.197416613495189,0.178049101590068,3
1975,678,1.01,NA,NA,"Sao Tome and Principe",0.08,0.98,1.06,0.199999999999989,66.826813,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.287310605358141,0.263772070528614,0.312949675778152,0.287310605358141,3
1980,678,1.39,NA,NA,"Sao Tome and Principe",0.1,0.98,1.08,0.799999999999983,42.675739,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.520814176334659,0.48016487399495,0.564904725358986,0.520814176334659,3
1985,678,1.94,NA,NA,"Sao Tome and Principe",0.1,1,1.1,1.90000000000001,52.062386,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.701682879138189,0.659134036989171,0.746978361373481,0.701682879138189,3
1990,678,2.5,NA,NA,"Sao Tome and Principe",0.1,1.01,1.11,3.3,26.757584,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1.20151287069045,1.12786480319374,1.27997005877558,1.20151287069045,3
1995,678,2.98,NA,NA,"Sao Tome and Principe",0.09,0.92,1.02,4.39999999999999,42.035908,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1.23360839913174,1.19608552035998,1.27230842318898,1.23360839913174,3
2000,678,3.39,NA,NA,"Sao Tome and Principe",0.09,0.9,0.99,5.2,15.091492,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1.8612956375639,1.77956109242386,1.94678421840279,1.8612956375639,3
2005,678,3.73,NA,NA,"Sao Tome and Principe",0.09,0.86,0.94,5.89999999999999,30.463608,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1.82381634117021,1.77441627143488,1.8745917177764,1.82381634117021,3
2010,678,4.02,NA,NA,"Sao Tome and Principe",0.07,0.85,0.92,6.90000000000001,9.8569031,3.63482737428,3.0193054602,2.907861899424,0,0,0,0,0,0,0,0,1,0,2.40615858107771,2.30595674638764,2.5107145337238,2.907861899424,3
2015,678,4.68,NA,NA,"Sao Tome and Principe",0.06,0.81,0.87,8.3,7.1833572,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,2.97927759501715,2.86370314432726,3.09951644455673,2.97927759501715,3
1970,682,2.27,NA,NA,"Saudi Arabia",0.07,0.85,0.91,5.80000000000001,61.601974,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.870531218142149,0.823989892292427,0.919701332320602,0.870531218142149,2
1975,682,2.9,NA,NA,"Saudi Arabia",0.06,0.84,0.9,8,53.0742,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1.2321144455361,1.17300191341499,1.29420590839364,1.2321144455361,2
1980,682,3.78,NA,NA,"Saudi Arabia",0.06,0.82,0.87,11.9,44.377235,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1.80153457326825,1.72223171734741,1.88448905335432,1.80153457326825,2
1985,682,4.85,NA,NA,"Saudi Arabia",0.05,0.76,0.81,17.2,36.709679,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2.5565611760997,2.44799028717456,2.66994729569947,2.5565611760997,2
1990,682,6.02,NA,NA,"Saudi Arabia",0.05,0.76,0.81,24,29.178352,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,3.56791821592581,3.41878531603421,3.72355653214927,3.56791821592581,2
1995,682,6.86,NA,NA,"Saudi Arabia",0.05,0.74,0.8,29.6,25.924004,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,4.14363667794072,4.05517347160135,4.2340297003362,4.14363667794072,2
2000,682,7.87,NA,NA,"Saudi Arabia",0.05,0.62,0.67,36.9,18.89566,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,5.30037351208904,5.18062333799796,5.42289171297135,5.30037351208904,2
2005,682,8.78,NA,NA,"Saudi Arabia",0.04,0.51,0.56,43.8,17.404459,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,6.19241556528478,6.02912449236963,6.36012916663296,6.19241556528478,2
2010,682,9.53,NA,NA,"Saudi Arabia",0.04,0.44,0.49,49.5,5.5736618,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,7.70699959089069,7.4788538971419,7.94210496834128,7.70699959089069,2
2015,682,10.2,NA,NA,"Saudi Arabia",0.04,0.37,0.41,54.3,4.6713715,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,8.51310179197514,8.24962927475836,8.78498896214378,8.51310179197514,2
1970,686,1.05,NA,NA,"Senegal",0.05,0.85,0.9,2,83.977516,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.264987057749373,0.244546771072029,0.287135832817793,0.264987057749373,3
1975,686,1.37,NA,NA,"Senegal",0.05,0.86,0.9,2.90000000000001,80.783417,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.367614571047239,0.342182312305808,0.394937049596738,0.367614571047239,3
1980,686,1.62,NA,NA,"Senegal",0.05,0.92,0.97,3.80000000000001,77.607185,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.450319025040875,0.421200667616263,0.481450386727579,0.450319025040875,3
1985,686,1.87,NA,NA,"Senegal",0.06,0.96,1.02,4.3,73.131149,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.544516099695678,0.510927397446313,0.58031294526332,0.544516099695678,3
1990,686,2.14,NA,NA,"Senegal",0.06,0.95,1.01,4.89999999999999,69.877518,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0.654768274412397,0.616734464056964,0.695147617269188,0.654768274412397,3
1995,686,2.43,NA,NA,"Senegal",0.06,0.91,0.97,5.59999999999999,65.374115,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0.761427185424995,0.733644424160997,0.79026206648713,0.761427185424995,3
2000,686,2.7,NA,NA,"Senegal",0.06,0.87,0.93,5.90000000000001,60.724751,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0.907805621643571,0.878035117281292,0.938585519494266,0.907805621643571,3
2005,686,3.21,NA,NA,"Senegal",0.06,0.82,0.88,7.89999999999999,54.20686,1.23802313148,0.993256402305,0.990418505184,0,0,0,0,0,0,0,1,0,0,1.20141837322253,1.1678214271753,1.23598186668653,0.990418505184,3
2010,686,3.74,NA,NA,"Senegal",0.06,0.81,0.86,9.89999999999999,52.565269,1.57010929056667,1.21060394231333,1.25608743245334,0,0,0,0,0,0,0,0,1,0,1.48200187241905,1.44191180177727,1.52320658388844,1.25608743245334,3
2015,686,4.26,NA,NA,"Senegal",0.06,0.8,0.85,11.8,48.099579,2.21081998302,1.884906671235,1.768655986416,0,0,0,0,0,0,0,0,0,1,1.82333671480782,1.77702665944252,1.87085362951681,1.768655986416,3
1970,688,6.9,NA,NA,"Serbia",0.13,0.38,0.5,32.7,13.417259,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,5.8160990772458,5.59227363872398,6.04888291626194,5.8160990772458,1
1975,688,7.87,NA,NA,"Serbia",0.14,0.37,0.51,39.4,9.9505424,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,6.90296373823054,6.63735148466651,7.17920521180895,6.90296373823054,1
1980,688,8.62,NA,NA,"Serbia",0.14,0.37,0.51,45.1,6.5097132,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,7.74052359404325,7.44098003144751,8.05212556097731,7.74052359404325,1
1985,688,9.23,NA,NA,"Serbia",0.13,0.37,0.49,50.3,4.2652659,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,8.32002320663652,7.99781358676827,8.65521375410571,8.32002320663652,1
1990,688,9.91,NA,NA,"Serbia",0.14,0.36,0.5,56.5,2.9425707,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,9.16627206070013,8.81072645715255,9.5361652525898,9.16627206070013,1
1995,688,10.61,NA,NA,"Serbia",0.17,0.33,0.5,63.1,2.3076577,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,9.73513921671767,9.58077203101166,9.8919935953081,9.73513921671767,1
2000,688,11.16,NA,NA,"Serbia",0.21,0.31,0.52,68.7,1.9307642,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,10.6498136510456,10.468116725012,10.8346643222845,10.6498136510456,1
2005,688,11.57,NA,NA,"Serbia",0.22,0.28,0.5,73.5,1.6877451,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,11.2780685478819,11.0752995892704,11.4845498440464,11.2780685478819,1
2010,688,11.82,NA,NA,"Serbia",0.22,0.25,0.48,76.8,1.5564564,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,11.6446403045794,11.4308884025039,11.86238926043,11.6446403045794,1
2015,688,12.06,NA,NA,"Serbia",0.24,0.25,0.49,81.1,1.5035934,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,12.1064996150065,11.8578072521363,12.3604077728407,12.1064996150065,1
2015,690,10.65,NA,NA,"Seychelles",0.12,0.31,0.43,53,4.1322937,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,9.31570163359093,9.13492535218029,9.50005540060333,9.31570163359093,2
1970,694,1.14,NA,NA,"Sierra Leone",0.05,0.74,0.8,2.79999999999998,81.349655,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.3013800345534,0.278945974641423,0.325618340053724,0.3013800345534,3
1975,694,1.41,NA,NA,"Sierra Leone",0.06,0.8,0.85,3.8,77.385834,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.39529938975934,0.368245941374366,0.424340338853179,0.39529938975934,3
1980,694,1.7,NA,NA,"Sierra Leone",0.06,0.86,0.92,4.69999999999999,72.794395,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.50273004548039,0.471043765390926,0.536547805529206,0.50273004548039,3
1985,694,2.03,NA,NA,"Sierra Leone",0.06,0.91,0.97,6,67.707664,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.636001414193302,0.598539809795762,0.675807677677956,0.636001414193302,3
1990,694,2.36,NA,NA,"Sierra Leone",0.06,0.94,0.99,7,63.368469,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0.788309649565426,0.74502840545872,0.834105248933891,0.788309649565426,3
1995,694,2.71,NA,NA,"Sierra Leone",0.05,0.94,1,8,57.430771,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0.938638228559289,0.909098166991978,0.969138159224442,0.938638228559289,3
2000,694,3.02,NA,NA,"Sierra Leone",0.05,0.94,0.99,8.7,65.17321,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1.00260941160448,0.967918987788827,1.03854314763913,1.00260941160448,3
2005,694,3.37,NA,NA,"Sierra Leone",0.05,0.92,0.97,9.59999999999999,53.040802,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1.28845542399786,1.25396978863447,1.32388945465531,1.28845542399786,3
2010,694,3.87,NA,NA,"Sierra Leone",0.05,0.82,0.86,11.7,67.57383,1.38781176804,1.20025400598,1.110249414432,0,0,0,0,0,0,0,0,1,0,1.34489495279452,1.28961493068753,1.40254458211638,1.110249414432,3
2015,694,4.3,NA,NA,"Sierra Leone",0.05,0.78,0.83,14,56.793671,1.8344217917,1.6377972827,1.46753743336,0,0,0,0,0,0,0,0,0,1,1.70051571600751,1.64482828059619,1.75808850960441,1.46753743336,3
1970,702,4.9,0.730661426119373,3.58024098798493,"Singapore",0.06,0.67,0.73,17.5,24.695667,NA,NA,3.58024098798493,1,0,0,0,0,0,0,0,0,0,3.25353068339668,3.12156111892513,3.39107949661054,3.58024098798493,1
1975,702,6.29,0.75910851106852,4.77479253462099,"Singapore",0.07,0.52,0.58,25.9,19.666208,NA,NA,4.77479253462099,0,1,0,0,0,0,0,0,0,0,4.55521270482234,4.37252726236384,4.74553079743571,4.77479253462099,1
1980,702,7.66,0.792146255595355,6.06784031786042,"Singapore",0.07,0.4,0.47,34.5,17.093948,NA,NA,6.06784031786042,0,0,1,0,0,0,0,0,0,0,5.81069357619279,5.57239064183226,6.05918752051206,6.06784031786042,1
1985,702,8.78,0.816302019820415,7.16713173402324,"Singapore",0.07,0.34,0.42,42.1,12.969121,NA,NA,7.16713173402324,0,0,0,1,0,0,0,0,0,0,6.97124780065578,6.68432482014125,7.27048687875121,7.16713173402324,1
1990,702,9.99,0.849981331162101,8.49131349830939,"Singapore",0.08,0.29,0.37,50.4,10.903999,NA,NA,8.49131349830939,0,0,0,0,1,0,0,0,0,0,8.3396203134169,7.99213944631857,8.70220889401426,8.49131349830939,1
1995,702,10.87,0.869940000821262,9.45624780892712,"Singapore",0.09,0.31,0.4,56.6,8.6144047,NA,NA,9.45624780892712,0,0,0,0,0,1,0,0,0,0,9.10010986665774,8.88896367803579,9.31627156828936,9.45624780892712,1
2000,702,11.58,0.889690658073189,10.3026178204875,"Singapore",0.1,0.3,0.4,62.6,7.4505997,NA,NA,10.3026178204875,0,0,0,0,0,0,1,0,0,0,10.0716863902897,9.83498674739798,10.3140827079594,10.3026178204875,1
2005,702,12.27,0.915057929639098,11.2277607966717,"Singapore",0.11,0.26,0.38,69,5.5152307,NA,NA,11.2277607966717,0,0,0,0,0,0,0,1,0,0,11.1556566152849,10.8890352020757,11.4288063367108,11.2277607966717,1
2010,702,12.96,0.944352422646775,12.2388073975022,"Singapore",0.12,0.24,0.36,75.2,3.664412,NA,NA,12.2388073975022,0,0,0,0,0,0,0,0,1,0,12.2946525393098,11.9926238912742,12.6042876381989,12.2388073975022,1
2015,702,12.64,0.971562764793548,12.2805533469904,"Singapore",0.16,0.21,0.37,80.4,2.894453,NA,NA,12.2805533469904,0,0,0,0,0,0,0,0,0,1,12.2679202268261,12.0123169913271,12.5289622976508,12.2805533469904,1
1970,703,10.35,1.04353245045025,10.8005608621601,"Slovakia",0.14,0.43,0.58,52.7,1.6087557,NA,NA,10.8005608621601,1,0,0,0,0,0,0,0,0,0,11.1045726304011,10.6557445413442,11.5723057009677,10.8005608621601,1
