"iso","country","year","age","sex","educ","mys","adj_factor","samys"
804,"Ukraine",1995,0,0,0,10.19,0.960428168248074,9.78676303444787
804,"Ukraine",2000,0,0,0,10.4,0.974016636320114,10.1297730177292
804,"Ukraine",2005,0,0,0,10.62,0.983286466215997,10.4425022712139
804,"Ukraine",2010,0,0,0,10.86,0.982625909054763,10.6713173723347
826,"United Kingdom of Great Britain and Northern Ireland",1970,0,0,0,10.9,1.06686120051371,11.6287870855994
826,"United Kingdom of Great Britain and Northern Ireland",1975,0,0,0,11.12,1.06966101349008,11.8946304700097
826,"United Kingdom of Great Britain and Northern Ireland",1980,0,0,0,11.38,1.06947965434164,12.1706784664079
826,"United Kingdom of Great Britain and Northern Ireland",1985,0,0,0,11.65,1.06685375725988,12.4288462720776
826,"United Kingdom of Great Britain and Northern Ireland",1990,0,0,0,11.93,1.06541550219451,12.7104069411805
826,"United Kingdom of Great Britain and Northern Ireland",1995,0,0,0,12.17,1.06423537894708,12.951744561786
826,"United Kingdom of Great Britain and Northern Ireland",2000,0,0,0,12.4,1.06080326211161,13.153960450184
826,"United Kingdom of Great Britain and Northern Ireland",2005,0,0,0,12.63,1.06017585384245,13.3900210340301
826,"United Kingdom of Great Britain and Northern Ireland",2010,0,0,0,12.86,1.05455073213068,13.5615224152006
840,"United States of America",1970,0,0,0,10.69,0.967150624345744,10.338840174256
840,"United States of America",1975,0,0,0,11.14,0.986136013083791,10.9855551857534
840,"United States of America",1980,0,0,0,11.54,0.998114708651049,11.5182437378331
840,"United States of America",1985,0,0,0,11.87,1.01028306282698,11.9920599557563
840,"United States of America",1990,0,0,0,12.12,1.01505930282131,12.3025187501943
840,"United States of America",1995,0,0,0,12.28,1.01722159726558,12.4914812144213
840,"United States of America",2000,0,0,0,12.38,1.0154426093398,12.5711795036268
840,"United States of America",2005,0,0,0,12.46,1.01202264380631,12.6098021418266
840,"United States of America",2010,0,0,0,12.54,1.0105960589218,12.6728745788794
124,"Canada",2015,0,0,0,13.29,1.04239437308215,13.8534212182618
152,"Chile",2015,0,0,0,11.32,0.832871503808861,9.42810542311631
196,"Cyprus",2015,0,0,0,13.01,1.0262772292919,13.3518667530876
203,"Czech Republic",2015,0,0,0,13.02,1.04368984090454,13.5888417285771
208,"Denmark",2015,0,0,0,12.6,1.03157340656577,12.9978249227287
218,"Ecuador",2015,0,0,0,9.4,0.742226858236727,6.97693246742523
233,"Estonia",2015,0,0,0,13.27,1.04940514012094,13.9256062094049
246,"Finland",2015,0,0,0,13.03,1.09531804382604,14.2719941110533
250,"France",2015,0,0,0,12.14,0.995757531476315,12.0884964321225
276,"Germany",2015,0,0,0,13.73,1.0262772292919,14.0907863581778
300,"Greece",2015,0,0,0,11.78,0.965580751613713,11.3745412540095
348,"Hungary",2015,0,0,0,12.41,1.00490201022256,12.4708339468619
372,"Ireland",2015,0,0,0,12.63,1.01534195679119,12.8237689142727
376,"Israel",2015,0,0,0,11.86,0.96828599324281,11.4838718798597
380,"Italy",2015,0,0,0,11.94,0.949501709818236,11.3370504152297
392,"Japan",2015,0,0,0,13.81,1.12900020720803,15.5914928615429
398,"Kazakhstan",2015,0,0,0,11.31,0.949768423781668,10.7418808729707
40,"Austria",2015,0,0,0,12.16,1.02650584126056,12.4823110297284
410,"Republic of Korea",2015,0,0,0,12.9,1.0319925285083,13.3127036177571
440,"Lithuania",2015,0,0,0,13.48,1.01377977500537,13.6657513670724
484,"Mexico",2015,0,0,0,9.32,0.839386944915559,7.82308632661301
528,"Netherlands",2015,0,0,0,12.42,1.0809154898007,13.4249703833247
554,"New Zealand",2015,0,0,0,13.52,1.07127568512237,14.4836472628545
56,"Belgium",2015,0,0,0,11.95,1.04894791618363,12.5349275983944
578,"Norway",2015,0,0,0,13.1,1.06476024401567,13.9483591966053
604,"Peru",2015,0,0,0,10.22,0.736206743062117,7.52403291409483
616,"Poland",2015,0,0,0,13.04,1.01263671516209,13.2047827657136
643,"Russian Federation",2015,0,0,0,10.87,1.04917652815228,11.4045488610153
702,"Singapore",2015,0,0,0,12.64,0.971562764793547,12.2805533469904
703,"Slovakia",2015,0,0,0,13.25,1.04368984090454,13.8288903919851
705,"Slovenia",2015,0,0,0,12.2,0.97278202862638,11.8679407492418
724,"Spain",2015,0,0,0,11.47,0.95757933271075,10.9834349461923
752,"Sweden",2015,0,0,0,12.77,1.06658913976492,13.6203433147981
792,"Turkey",2015,0,0,0,9.21,0.85878086025655,7.90937172296282
826,"United Kingdom of Great Britain and Northern Ireland",2015,0,0,0,13.26,1.04178474116574,13.8140656678577
840,"United States of America",2015,0,0,0,12.89,1.02985881680085,13.2748801485629
170,"Colombia",2015,0,0,0,8.51,0.735939774857557,6.26284748403781
268,"Georgia",2015,0,0,0,12.65,0.889800056348736,11.2559707128115
288,"Ghana",2015,0,0,0,7.58,0.304779039283179,2.3102251177665
404,"Kenya",2015,0,0,0,8.28,0.435935022947916,3.60954199000874
51,"Armenia",2015,0,0,0,11.03,0.942382375490951,10.3944776016652
68,"Bolivia (Plurinational State of)",2015,0,0,0,9.53,0.536086617776508,5.10890546741012
704,"Viet Nam",2015,0,0,0,8.08,0.631960222388648,5.10623859690028
804,"Ukraine",2015,0,0,0,10.98,0.986866622307222,10.8357955129333
