"country","year","iso","old_dep","youth_dep","tot_dep","cc","adj_factor","qamys_piaac","wic_mys","highLS","prop_19","prop_20_64","prop_65","illiterate_prop","qamys_dhs_full","qamys_dhs_part","edu_exp_","tp_","hlo","geo_big","GEO","geo_det","qamys","adj_fact_dhs","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit1","lwr1","upr1","qamys_pred"
"Albania",2010,8,0.16,0.34,0.5,"Albania",0.7956135728,NA,10.37,0.493,0.322633297062024,0.569266866158868,0.108099836779108,0.02953865,10.31314093742,9.55843963126,0.0035393,19.41964,400.65,4,"Southern Europe",19,8.250512749936,0.7956135728,0,0,0,0,0,0,0,0,1,0,8.85914365759387,8.63734805975992,9.08663467106676,8.250512749936
"Albania",2015,8,0.18,0.26,0.44,"Albania",0.7988217056,NA,10.57,0.517,0.265795505079875,0.60883248383676,0.125372011083365,0.01858849,10.55443178524,10.27772525164,0.0336974,18.08292,400.65,4,"Southern Europe",19,8.443545428192,0.7988217056,0,0,0,0,0,0,0,0,0,1,9.29065756174857,9.03682704467386,9.55161778608447,8.443545428192
"Algeria",1970,12,0.07,0.94,1.02,"Algeria",NA,NA,1.86,0.0290000000000001,0.57852233676976,0.386323024054983,0.0351546391752577,0.7322581,NA,NA,0.0393853,40.00059,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Algeria",1975,12,0.07,0.94,1.01,"Algeria",NA,NA,2.73,0.0510000000000001,0.577035405644794,0.387002369951883,0.0359622244033227,0.660418,NA,NA,0.0718201,39.35215,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Algeria",1980,12,0.07,0.92,0.99,"Algeria",NA,NA,3.7,0.083,0.573785920766172,0.391778753419486,0.0344353258143419,0.5809679,NA,NA,0.0659742,33.53637,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"Algeria",1985,12,0.07,0.89,0.95,"Algeria",NA,NA,4.79,0.123,0.562968904408865,0.403134818465029,0.0338962771261062,0.5036912,NA,NA,0.0508133,27.9779,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"Algeria",1990,12,0.06,0.81,0.88,"Algeria",NA,NA,5.87,0.171,0.544866550377425,0.421346536793196,0.033786912829379,0.4278205,NA,NA,0.0450366,27.68756,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"Algeria",1995,12,0.06,0.7,0.77,"Algeria",NA,NA,6.89,0.222,0.514010026189875,0.449469456101687,0.0365205177084378,0.3596231,NA,NA,0.0400918,27.5337,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,0,1,0,0,0,0,3.46504528860318,3.3677862594866,3.56511308229561,3.46504528860318
"Algeria",2000,12,0.07,0.56,0.63,"Algeria",NA,NA,7.65,0.275,0.463846380789902,0.492803909747431,0.0433497094626663,0.301265,NA,NA,0.0400722,27.57514,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,1,0,0,0,4.20669727612385,4.10795353998485,4.30781453604588,4.20669727612385
"Algeria",2005,12,0.07,0.44,0.52,"Algeria",NA,NA,8.44,0.342,0.407776876633324,0.542831395872758,0.0493917274939173,0.2610764,NA,NA,0.0433702,24.01662,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,0,1,0,0,4.94162430938103,4.8315087712637,5.0542495048971,4.94162430938103
"Algeria",2010,12,0.08,0.4,0.49,"Algeria",NA,NA,9.13,0.408,0.372892710230702,0.572446476916007,0.0546608128532911,0.2100981,NA,NA,0.0356564,23.33632,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,0,0,1,0,5.80129247633411,5.6803253771054,5.92483566726961,5.80129247633411
"Algeria",2015,12,0.09,0.44,0.53,"Algeria",NA,NA,9.7,0.473,0.362151859050724,0.579151043952599,0.0586970969966769,0.1859216,NA,NA,0.0396937,24.15421,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,0,0,0,1,6.45929247417148,6.32260864053453,6.59893117524368,6.45929247417148
"Angola",1970,24,0.05,0.97,1.02,"Angola",NA,NA,0.66,0.00599999999999994,0.58054255742117,0.393981099183411,0.0254763433954185,0.7167493,NA,NA,0.0350471,40.11174,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Angola",1975,24,0.05,0.99,1.04,"Angola",NA,NA,0.82,0.00700000000000003,0.58458938830686,0.389888475836431,0.0255221358567083,0.6682681,NA,NA,0.0545101,50.13342,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Angola",1980,24,0.05,1.02,1.08,"Angola",NA,NA,1.05,0.0100000000000001,0.591252938575053,0.383434583246049,0.0253124781788981,0.5600964,NA,NA,0.0384105,33.34781,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"Angola",1985,24,0.05,1.05,1.1,"Angola",NA,NA,1.32,0.0140000000000002,0.596487449582958,0.378656459255198,0.0248560911618436,0.5206239,NA,NA,0.0495714,32.09739,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"Angola",1990,24,0.05,1.06,1.11,"Angola",NA,NA,1.63,0.0210000000000001,0.601299023592938,0.374466227953824,0.0242347484532377,0.4299439,NA,NA,0.0290529,29.52888,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"Angola",1995,24,0.05,1.05,1.1,"Angola",NA,NA,1.89,0.028,0.601809987908988,0.374586890411461,0.0236031216795515,0.4203591,NA,NA,0.0256712,41.75324,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,0,0,1,0,0,0,0,0.81423500377146,0.790314777230335,0.838879216823104,0.81423500377146
"Angola",2000,24,0.05,1.04,1.09,"Angola",NA,NA,2.09,0.0339999999999999,0.599897809286581,0.376917672606502,0.023184518106917,0.3259458,NA,NA,0.0260753,48.8688,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,0,0,0,1,0,0,0,1.01867178298715,0.989002564068353,1.04923105273415,1.01867178298715
"Angola",2005,24,0.05,1.04,1.09,"Angola",0.5007516328,NA,2.25,0.04,0.599690339008653,0.37720916682851,0.0231004941628364,0.3179975,1.40836396725,1.03522714875,0.0220079,41.0124,326.02499,1,"Middle Africa",10,1.1266911738,0.5007516328,0,0,0,0,0,0,0,1,0,0,1.10907458875198,1.0769063418045,1.14220373273527,1.1266911738
"Angola",2010,24,0.05,1.05,1.1,"Angola",0.4845722592,NA,2.47,0.0490000000000001,0.602303123724895,0.375078206465068,0.0226186698100376,0.3396989,1.49611685028,1.15143550587,0.0342132,44.06479,326.02499,1,"Middle Africa",10,1.196893480224,0.4845722592,0,0,0,0,0,0,0,0,1,0,1.18541023253765,1.15233708330215,1.21943261200812,1.196893480224
"Angola",2015,24,0.05,0.93,0.98,"Angola",0.5717802144,NA,2.91,0.0630000000000001,0.575075468515002,0.401862214772087,0.0230623167129109,0.2908198,2.07985052988,1.67016916554,0.0315227,50.02951,326.02499,1,"Middle Africa",10,1.663880423904,0.5717802144,0,0,0,0,0,0,0,0,0,1,1.49129416231074,1.44850276392646,1.5353496962019,1.663880423904
"Argentina",1970,32,0.11,0.46,0.57,"Argentina",NA,NA,6.75,0.163,0.382567888874984,0.547236474366996,0.0701956367580194,0.06743035,NA,NA,0.0133894,19.01778,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Argentina",1975,32,0.12,0.46,0.58,"Argentina",NA,NA,7.16,0.197,0.37903863121955,0.544400966739556,0.0765604020408946,0.06052849,NA,NA,0.0148113,18.31628,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Argentina",1980,32,0.13,0.49,0.63,"Argentina",NA,NA,7.59,0.234,0.385556057624912,0.532333068857429,0.08211087351766,0.06087143,NA,NA,0.0173412,20.26527,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"Argentina",1985,32,0.14,0.51,0.65,"Argentina",NA,NA,8.02,0.274,0.389727102508498,0.524158651077539,0.0861142464139631,0.04656427,NA,NA,0.0094944,19.674,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"Argentina",1990,32,0.15,0.51,0.66,"Argentina",NA,NA,8.46,0.318,0.391861214737685,0.5176032777569,0.0905355075054156,0.03871803,NA,NA,0.0106738,17.53274,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"Argentina",1995,32,0.16,0.48,0.63,"Argentina",NA,NA,8.9,0.361,0.386388834912616,0.518139837918776,0.0954713271686079,0.03456527,NA,NA,0.0409784,18.77681,377.66,2,"South America",15,NA,NA,0,0,0,0,0,1,0,0,0,0,7.29233244819655,7.04322006292503,7.55025571541429,7.29233244819655
"Argentina",2000,32,0.16,0.45,0.61,"Argentina",NA,NA,9.31,0.405,0.367709640423666,0.533174121297983,0.0991162382783512,0.02806686,NA,NA,0.0409059,18.40756,377.66,2,"South America",15,NA,NA,0,0,0,0,0,0,1,0,0,0,7.7466280541371,7.49659457919434,8.00500088075902,7.7466280541371
"Argentina",2005,32,0.16,0.43,0.59,"Argentina",NA,NA,9.68,0.448,0.355334215514467,0.543563228374215,0.101102556111318,0.01202888,NA,NA,0.0376199,17.05465,377.66,2,"South America",15,NA,NA,0,0,0,0,0,0,0,1,0,0,8.27999874734259,8.01612751178821,8.55255597608391,8.27999874734259
"Argentina",2010,32,0.16,0.41,0.57,"Argentina",NA,NA,9.98,0.487,0.342775290002377,0.55317801852328,0.104046691474342,0.009431259,NA,NA,0.0529084,20.11731,377.66,2,"South America",15,NA,NA,0,0,0,0,0,0,0,0,1,0,8.61848038976471,8.35381101096186,8.89153514860356,8.61848038976471
"Argentina",2015,32,0.17,0.39,0.57,"Argentina",NA,NA,10.31,0.531,0.331231729987354,0.559487967418621,0.109280302594025,0.00897054,NA,NA,0.0559461,18.36141,377.66,2,"South America",15,NA,NA,0,0,0,0,0,0,0,0,0,1,9.01807316730653,8.74288844960003,9.30191939651415,9.01807316730653
"Armenia",1970,51,0.1,0.71,0.81,"Armenia",0.952252019909096,7.33234055330004,7.7,0.554,0.495782345253653,0.448655498792127,0.0555621559542196,0.4761086,NA,NA,0.0299166,27.5038,NA,NA,NA,NA,7.33234055330004,0.952252019909096,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,7.33234055330004
"Armenia",1975,51,0.1,0.57,0.67,"Armenia",0.955572513154172,8.29436941417821,8.68,0.653,0.464456317893917,0.477442411804253,0.0581012703018294,0.4294355,NA,NA,0.0352167,23.22307,NA,NA,NA,NA,8.29436941417821,0.955572513154172,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,8.29436941417821
"Armenia",1980,51,0.09,0.48,0.57,"Armenia",0.952133203738484,9.01670143940344,9.47,0.737,0.420290323623549,0.519996120397013,0.0597135559794381,0.3722009,NA,NA,0.0421083,21.61777,NA,NA,NA,NA,9.01670143940344,0.952133203738484,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,9.01670143940344
"Armenia",1985,51,0.08,0.46,0.55,"Armenia",0.953046519341878,9.50187379783853,9.97,0.796,0.389920105724755,0.55586592178771,0.0542139724875353,0.01248039,NA,NA,0.0390924,22.12853,NA,NA,NA,NA,9.50187379783853,0.953046519341878,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,9.50187379783853
"Armenia",1990,51,0.09,0.47,0.56,"Armenia",0.950130787498907,9.85285626636367,10.37,0.847,0.379853303503158,0.563705360935686,0.0564413355611566,0.2676031,NA,NA,0.0547136,19.14201,NA,NA,NA,NA,9.85285626636367,0.950130787498907,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,9.85285626636367
"Armenia",1995,51,0.13,0.47,0.6,"Armenia",0.950429079379289,10.1600868585646,10.69,0.889,0.374144368388301,0.541941505911637,0.0839141257000622,0.2113091,NA,NA,0.0204181,16.76063,482.68,3,"Western Asia",21,10.1600868585646,0.950429079379289,0,0,0,0,0,1,0,0,0,0,7.95855188470187,7.55859573558852,8.37967134599772,10.1600868585646
"Armenia",2000,51,0.16,0.4,0.56,"Armenia",0.948084805653908,10.2867201413449,10.85,0.912,0.354746330827557,0.545217872368121,0.100035796804322,0.005998383,NA,NA,0.024018,19.94676,482.68,3,"Western Asia",21,10.2867201413449,0.948084805653908,0,0,0,0,0,0,1,0,0,0,10.7482526633758,10.3728299003581,11.1372630637447,10.2867201413449
"Armenia",2005,51,0.17,0.32,0.49,"Armenia",0.946658972754986,10.3659157516671,10.95,0.925,0.317459257280256,0.565722682340369,0.116818060379375,0.127864,NA,NA,0.0309205,20.58218,482.68,3,"Western Asia",21,10.3659157516671,0.946658972754986,0,0,0,0,0,0,0,1,0,0,9.32896108136739,8.95044881935406,9.72348053311903,10.3659157516671
"Armenia",2010,51,0.15,0.27,0.43,"Armenia",0.943026513873727,10.373291652611,11,0.926,0.279437489281427,0.613342479849083,0.107220030869491,0.002555923,NA,NA,0.0216925,15.14557,482.68,3,"Western Asia",21,10.373291652611,0.943026513873727,0,0,0,0,0,0,0,0,1,0,10.9127237988301,10.4991587412195,11.342579309904,10.373291652611
"Armenia",2015,51,0.16,0.29,0.44,"Armenia",0.942382375469121,10.3944776014244,11.03,0.941,0.260866584395996,0.630056218291512,0.109077197312491,0.002639313,NA,NA,0.0275721,15.41859,482.68,3,"Western Asia",21,10.3944776014244,0.942382375469121,0,0,0,0,0,0,0,0,0,1,11.024786349012,10.6142663308792,11.4511837419944,10.3944776014244
"Aruba",1970,533,0.07,0.64,0.7,"Aruba",NA,NA,4.97,0.083,0.483925549915398,0.475465313028765,0.0406091370558376,0.1780851,NA,NA,0.0431306,31.97295,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Aruba",1975,533,0.09,0.5,0.6,"Aruba",NA,NA,5.66,0.117,0.42504118616145,0.515650741350906,0.0593080724876442,0.2110346,NA,NA,0.0529002,28.13298,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Aruba",1980,533,0.1,0.4,0.5,"Aruba",NA,NA,6.28,0.149,0.381031613976705,0.550748752079867,0.0682196339434276,0.1375805,NA,NA,0.0377674,24.72464,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"Aruba",1985,533,0.11,0.36,0.47,"Aruba",NA,NA,6.94,0.187,0.334920634920635,0.592063492063492,0.073015873015873,0.1674796,NA,NA,0.0338099,24.19762,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"Aruba",1990,533,0.11,0.36,0.48,"Aruba",NA,NA,7.45,0.225,0.315112540192926,0.607717041800643,0.0771704180064309,0.1075763,NA,NA,0.0410541,21.63677,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"Aruba",1995,533,0.1,0.34,0.44,"Aruba",NA,NA,8.01,0.266,0.296758104738155,0.634663341645885,0.0685785536159601,0.1391286,NA,NA,0.0457973,19.23044,428.33667,2,"Caribbean",2,NA,NA,0,0,0,0,0,1,0,0,0,0,5.64651267958882,5.48925949365544,5.80827076541167,5.64651267958882
"Aruba",2000,533,0.11,0.33,0.44,"Aruba",NA,NA,8.47,0.302,0.299229922992299,0.624862486248625,0.0759075907590759,0.02708748,NA,NA,0.0469667,18.7917,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,1,0,0,0,6.94583110715024,6.713375905131,7.18633522847766,6.94583110715024
"Aruba",2005,533,0.12,0.31,0.43,"Aruba",NA,NA,8.86,0.333,0.285714285714286,0.628371628371628,0.0859140859140859,0.09919221,NA,NA,0.0510509,17.60745,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,1,0,0,6.68430088239878,6.51809490918384,6.85474496903753,6.68430088239878
"Aruba",2010,533,0.15,0.3,0.45,"Aruba",NA,NA,9.17,0.354,0.28023598820059,0.616519174041298,0.103244837758112,0.03177361,NA,NA,0.0651369,15.56577,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,0,1,0,7.69528615110602,7.4582231169205,7.93988434229828,7.69528615110602
"Aruba",2015,533,0.18,0.27,0.45,"Aruba",NA,NA,9.46,0.402,0.259578544061303,0.618773946360153,0.121647509578544,0.02192581,NA,NA,0.0355037,15.33458,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,0,0,1,8.23008093347371,7.96812837956489,8.50064518855383,8.23008093347371
"Australia",1970,36,0.13,0.46,0.59,"Australia",NA,NA,10.03,0.563,0.37648928336111,0.541188326033875,0.0823223906050153,0.01608756,NA,NA,0.0261395,23.6405,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Australia",1975,36,0.14,0.43,0.57,"Australia",NA,NA,10.53,0.637,0.363116460309572,0.549133156147137,0.0877503835432918,0.01197171,NA,NA,0.0595289,19.7114,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Australia",1980,36,0.15,0.39,0.53,"Australia",NA,NA,11.03,0.707,0.340917131582528,0.562845285072799,0.0962375833446728,0.007955263,NA,NA,0.0550192,17.16525,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"Australia",1985,36,0.16,0.36,0.51,"Australia",NA,NA,11.47,0.767,0.318419968956888,0.578890683898761,0.10268934714435,0.005317733,NA,NA,0.041721,16.68713,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"Australia",1990,36,0.17,0.33,0.5,"Australia",NA,NA,11.87,0.818,0.301995951938039,0.587033332163373,0.110970715898588,0.003759302,NA,NA,0.0414527,16.58099,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"Australia",1995,36,0.18,0.32,0.5,"Australia",NA,NA,12.21,0.858,0.285595254517865,0.595431093943992,0.118973651538143,0.002998768,NA,NA,0.0519244,17.97109,484,5,"Australia and New Zealand",1,NA,NA,0,0,0,0,0,1,0,0,0,0,12.1757904085923,11.8401428152524,12.5209530313262,12.1757904085923
"Australia",2000,36,0.18,0.31,0.5,"Australia",NA,NA,12.59,0.886,0.276874515798069,0.599562386147114,0.123563098054817,0.002539231,NA,NA,0.0489147,17.4916,505.47,5,"Australia and New Zealand",1,NA,NA,0,0,0,0,0,0,1,0,0,0,12.7881429770412,12.4029557622656,13.1852925976553,12.7881429770412
"Australia",2005,36,0.19,0.29,0.49,"Australia",NA,NA,12.93,0.911,0.266430506149876,0.604399887511286,0.129169606338838,0.002239619,NA,NA,0.030701,15.55395,331.55,5,"Australia and New Zealand",1,NA,NA,0,0,0,0,0,0,0,1,0,0,11.8966698234269,11.2625840999035,12.5664546992238,11.8966698234269
"Australia",2010,36,0.2,0.28,0.48,"Australia",NA,NA,13.24,0.93,0.257026154852978,0.607979599666012,0.13499424548101,0.002075292,NA,NA,0.0421355,14.49824,475.87,5,"Australia and New Zealand",1,NA,NA,0,0,0,0,0,0,0,0,1,0,13.4424347385063,13.025645857074,13.8725598470702,13.4424347385063
"Australia",2015,36,0.23,0.28,0.51,"Australia",NA,NA,13.68,0.949,0.250563053599341,0.599660487083382,0.149776459317276,0.002007187,NA,NA,0.0529179,14.6781,488.69,5,"Australia and New Zealand",1,NA,NA,0,0,0,0,0,0,0,0,0,1,14.2660177258456,13.8312392675547,14.7144632391369,14.2660177258456
"Austria",1970,40,0.23,0.4,0.63,"Austria",0.942263426747725,8.13173337283287,8.63,0.448,0.310604648686067,0.549761708245693,0.139633643068239,0.01608756,NA,NA,0.0441021,21.2189,NA,NA,NA,NA,8.13173337283287,0.942263426747725,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,8.13173337283287
"Austria",1975,40,0.24,0.38,0.61,"Austria",0.950261577910756,8.63787774320877,9.09,0.497,0.309450480321875,0.543595926765658,0.146953592912467,0.01197171,NA,NA,0.0510352,18.19366,NA,NA,NA,NA,8.63787774320877,0.950261577910756,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,8.63787774320877
"Austria",1980,40,0.24,0.32,0.55,"Austria",0.957921936585129,9.17689215248554,9.58,0.55,0.290276736015159,0.55835405892648,0.151369205058361,0.007955263,NA,NA,0.052676,14.08477,NA,NA,NA,NA,9.17689215248554,0.957921936585129,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,9.17689215248554
"Austria",1985,40,0.21,0.27,0.48,"Austria",0.968484419860774,9.70421388700496,10.02,0.598,0.263350344609881,0.595951491555743,0.140698163834377,0.005317733,NA,NA,0.0527644,10.85298,NA,NA,NA,NA,9.70421388700496,0.968484419860774,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,9.70421388700496
"Austria",1990,40,0.22,0.25,0.47,"Austria",0.980392022069504,10.2745083912884,10.48,0.647,0.236158675799087,0.615413553341636,0.148427770859278,0.003759302,NA,NA,0.0385249,11.16964,NA,NA,NA,NA,10.2745083912884,0.980392022069504,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,10.2745083912884
