"iso","year","illiterate_prop"
288,1980,53.319874
288,1985,45.996189
288,1990,38.943409
288,1995,32.328712
288,2000,42.102531
288,2005,21.214922
288,2010,28.50293
288,2015,20.960358
296,1970,3.5793533
296,1975,3.5793533
296,1980,3.5793533
296,1985,0.63085175
296,1990,0.63085175
296,1995,1.1158943
296,2000,1.1158943
296,2005,1.1158943
296,2010,1.1158943
296,2015,3.4062576
300,1970,12.535503
300,1975,10.23992
300,1980,9.4876785
300,1985,6.0128479
300,1990,7.3895493
300,1995,3.3061819
300,2000,4.0056381
300,2005,6.3730087
300,2010,2.6312637
300,2015,2.0640488
308,1970,2.2055283
308,1975,21.10346
308,1980,1.4000015
308,1985,16.747963
308,1990,1.4000015
308,1995,13.912856
308,2000,1.4000015
308,2005,9.9192209
308,2010,1.4000015
308,2015,7.0446215
312,1970,17.808514
312,1975,21.10346
312,1980,9.9020233
312,1985,16.747963
312,1990,5.9000015
312,1995,13.912856
312,2000,4
312,2005,9.9192209
312,2010,4
312,2015,7.0446215
316,1970,3.5793533
316,1975,3.5793533
316,1980,3.5793533
316,1985,0.63085175
316,1990,0.63085175
316,1995,1.1158943
316,2000,1.1158943
316,2005,1.1158943
316,2010,1.1158943
316,2015,3.4062576
320,1970,53.164394
320,1975,49.213089
320,1980,45.238853
320,1985,41.241291
320,1990,35.788361
320,1995,33.428871
320,2000,30.89827
320,2005,26.746933
320,2010,21.136856
320,2015,21.350151
324,1970,81.349655
324,1975,77.385834
324,1980,72.794395
324,1985,67.707664
324,1990,63.368469
324,1995,79.446251
324,2000,70.295982
324,2005,53.040802
324,2010,71.344208
324,2015,47.364422
328,1970,8.427084
328,1975,6.4285927
328,1980,4.7535701
328,1985,3.4434078
328,1990,2.5485101
328,1995,1.8704414
328,2000,1.3238745
328,2005,15.005989
328,2010,14.360268
328,2015,0.508515
332,1970,76.234535
332,1975,72.061958
332,1980,65.265305
332,1985,63.03194
332,1990,58.265408
332,1995,53.214069
332,2000,41.2561
332,2005,51.31498
332,2010,39.57729
332,2015,38.308651
340,1970,44.892796
340,1975,40.866478
340,1980,37.002544
340,1985,33.449184
340,1990,30.205976
340,1995,27.159725
340,2000,19.988968
340,2005,16.411011
340,2010,14.420767
340,2015,11.966817
344,1970,20.10948
344,1975,16.539391
344,1980,13.524364
344,1985,11.321924
344,1990,9.3121357
344,1995,7.478868
344,2000,5.9273677
344,2005,4.6603112
344,2010,3.6059279
344,2015,2.8321025
348,1970,1.8106322
348,1975,1.5725135
348,1980,1.1417084
348,1985,1.0765023
348,1990,0.87201655
348,1995,0.73579913
348,2000,0.63977414
348,2005,0.55240518
348,2010,0.90000153
348,2015,0.40396068
352,1970,3.2175114
352,1975,2.3943412
352,1980,1.5910527
352,1985,1.0635465
352,1990,0.75186032
352,1995,0.59975356
352,2000,0.50784612
352,2005,0.44792381
352,2010,0.4150584
352,2015,0.4014374
356,1970,65.368004
356,1975,61.425953
356,1980,59.236408
356,1985,53.130966
356,1990,51.777931
356,1995,45.145275
356,2000,38.985439
356,2005,37.245529
356,2010,30.697441
356,2015,25.627007
360,1970,40.992725
360,1975,34.437523
360,1980,32.687332
360,1985,23.250286
360,1990,18.480148
360,1995,15.014409
360,2000,9.6152115
360,2005,7.7479095
360,2010,6.0359344
360,2015,4.5821786
364,1970,62.003078
364,1975,63.481602
364,1980,46.963306
364,1985,47.680241
364,1990,34.468597
364,1995,26.939751
364,2000,23
364,2005,17.421724
364,2010,15.680656
364,2015,14.45575
368,1970,72.458954
368,1975,68.058311
368,1980,63.214584
368,1985,57.97942
368,1990,52.587559
368,1995,47.291374
368,2000,25.9478
368,2005,37.160049
368,2010,22.633337
368,2015,15.549999
372,1970,3.2175114
372,1975,2.3943412
372,1980,1.5910527
372,1985,1.0635465
372,1990,0.75186032
372,1995,0.59975356
372,2000,0.50784612
372,2005,0.44792381
372,2010,0.4150584
372,2015,0.4014374
376,1970,11.894577
376,1975,10.157244
376,1980,8.2485886
376,1985,7.0145369
376,1990,5.67558
376,1995,4.6061921
376,2000,3.6820941
376,2005,2.8772247
376,2010,2.1303887
376,2015,1.5797259
380,1970,5.1854439
380,1975,4.3156924
380,1980,3.5394592
380,1985,2.657748
380,1990,2.1061189
380,1995,1.7178273
380,2000,1.5833817
380,2005,1.1204804
380,2010,1.1517181
380,2015,0.84423828
384,1970,82.656754
384,1975,78.726646
384,1980,74.383682
384,1985,65.860718
384,1990,63.572559
384,1995,63.649761
384,2000,51.259239
384,2005,43.834217
384,2010,57.554977
384,2015,52.834648
388,1970,30.725948
388,1975,26.435089
388,1980,22.618965
388,1985,19.550951
388,1990,16.957081
388,1995,20.07988
388,2000,12.442885
388,2005,10.764374
388,2010,11.900002
388,2015,7.9913483
392,1970,1.6087557
392,1975,1.1971706
392,1980,0.79552633
392,1985,0.53177327
392,1990,0.37593016
392,1995,0.29987678
392,2000,0.25392306
392,2005,0.2239619
392,2010,0.2075292
392,2015,0.2007187
398,1970,21.64456
398,1975,16.949947
398,1980,13.397698
398,1985,2.4706192
398,1990,8.5060682
398,1995,0.48734283
398,2000,0.95336914
398,2005,0.26759338
398,2010,0.21836853
398,2015,0.21836853
400,1970,42.958767
400,1975,33.203194
400,1980,28.989977
400,1985,22.501707
400,1990,16.631834
400,1995,12.230158
400,2000,10.107681
400,2005,8.3348351
400,2010,4.5513968
400,2015,1.7728882
404,1970,56.158714
404,1975,48.461926
404,1980,40.673729
404,1985,33.363091
404,1990,26.672436
404,1995,20.791517
404,2000,17.77092
404,2005,27.842972
404,2010,21.26696
404,2015,18.465027
408,1970,25.92742
408,1975,21.351284
408,1980,16.024881
408,1985,14.082211
408,1990,11.737253
408,1995,9.3697538
408,2000,5.5890899
408,2005,0.001808167
408,2010,3.1133738
408,2015,2.3278487
410,1970,11.821035
410,1975,8.6717768
410,1980,6.4584351
410,1985,4.9350152
410,1990,3.68468
410,1995,2.7332225
410,2000,2.0025172
410,2005,1.4379352
410,2010,0.98246336
410,2015,0.60963875
414,1970,39.282646
414,1975,40.435612
414,1980,32.482338
414,1985,25.509132
414,1990,21.464495
414,1995,21.6045
414,2000,16.464411
414,2005,6.470232
414,2010,4.8106666
414,2015,4.0740433
417,1970,21.64456
417,1975,16.949947
417,1980,13.397698
417,1985,7.928175
417,1990,8.5060682
417,1995,1.2983932
417,2000,0.95336914
417,2005,0.75656891
417,2010,0.18266582
417,2015,0.41400146
418,1970,30.404457
418,1975,25.705452
418,1980,23.215105
418,1985,18.365356
418,1990,15.056507
418,1995,39.748669
418,2000,30.841244
418,2005,27.297737
418,2010,41.712059
418,2015,15.338959
422,1970,34.481941
422,1975,29.863014
422,1980,26.058611
422,1985,22.028639
422,1990,18.416473
422,1995,15.596467
422,2000,13.060669
422,2005,9.6016846
422,2010,8.8634148
422,2015,4.9305573
426,1970,34.260395
426,1975,30.655649
426,1980,27.352642
426,1985,23.980919
426,1990,20.933744
426,1995,18.166876
426,2000,13.745567
426,2005,24.199799
426,2010,23.364799
426,2015,10.093046
428,1970,0.21733835
428,1975,0.21405138
428,1980,0.21089266
428,1985,0.54769897
428,1990,0.20621698
428,1995,0.20478898
428,2000,0.25343323
428,2005,0.20108545
428,2010,0.10410309
428,2015,0.11068726
430,1970,79.954315
430,1975,75.340652
430,1980,67.893234
430,1985,64.159019
430,1990,58.38258
430,1995,50.845623
430,2000,43.63343
430,2005,57.058922
430,2010,34.165531
430,2015,51.698639
434,1970,60.805031
434,1975,51.99612
434,1980,39.835609
434,1985,36.179096
434,1990,23.5
434,1995,23.224695
434,2000,13.900002
434,2005,14.547688
434,2010,11.638208
434,2015,9.1393242
440,1970,1.6242685
440,1975,1.3184115
440,1980,1.0197928
440,1985,1.5587311
440,1990,0.62949103
440,1995,0.50446296
440,2000,0.35424805
440,2005,0.33425188
440,2010,0.18440247
440,2015,0.24393523
442,1970,1.6087557
442,1975,1.1971706
442,1980,0.79552633
442,1985,0.53177327
442,1990,0.37593016
442,1995,0.29987678
442,2000,0.25392306
442,2005,0.2239619
442,2010,0.2075292
442,2015,0.2007187
446,1970,25.92742
446,1975,21.351284
446,1980,9.6218185
446,1985,14.082211
446,1990,11.737253
446,1995,9.3697538
446,2000,8.704628
446,2005,6.5002518
446,2010,4.3599625
446,2015,3.4615097
450,1970,59.59597
450,1975,55.093506
450,1980,50.382076
450,1985,45.069263
450,1990,40.262405
450,1995,35.997784
450,2000,29.313828
450,2005,35.519089
450,2010,28.427383
450,2015,25.195679
454,1970,60.759087
454,1975,57.457878
454,1980,54.000229
454,1985,51.463348
454,1990,46.586014
454,1995,35.865753
454,2000,38.170853
454,2005,34.122982
454,2010,36.772453
454,2015,37.856461
458,1970,38.884026
458,1975,32.247154
458,1980,30.483673
458,1985,21.748194
458,1990,17.084633
458,1995,14.333777
458,2000,11.312241
458,2005,9.1886625
458,2010,6.8821106
458,2015,5.4427466
462,1970,13.101389
462,1975,17.700043
462,1980,8.6672907
462,1985,7.7699509
462,1990,3.9817429
462,1995,3.6735001
462,2000,3.2369263
462,2005,1.6020966
462,2010,1.3898773
462,2015,2.2650528
466,1970,92.428329
466,1975,90.566193
466,1980,84.110664
466,1985,78.262352
466,1990,71.434776
466,1995,80.955032
466,2000,76
466,2005,73.823448
466,2010,67.669655
466,2015,65.728668
470,1970,21.163734
470,1975,18.146257
470,1980,15.382398
470,1985,13.07016
470,1990,10.748176
470,1995,12.131302
470,2000,7.3662176
470,2005,7.6369095
470,2010,6.6926422
470,2015,5.4968109
474,1970,10.376828
474,1975,8.642725
474,1980,7.2043076
474,1985,5.2450619
474,1990,4.6999969
474,1995,3.0954108
474,2000,3.0999985
474,2005,1.8116531
474,2010,3.0999985
474,2015,0.97416061
478,1970,73.171402
478,1975,70.912231
478,1980,68.165871
478,1985,65.242439
478,1990,62.382286
478,1995,59.439671
478,2000,48.79232
478,2005,54.49622
478,2010,50.935295
478,2015,46.502411
480,1970,31.350475
480,1975,27.932688
480,1980,24.548979
480,1985,21.72007
480,1990,20.13134
480,1995,16.67664
480,2000,15.696907
480,2005,12.766469
480,2010,8.7548409
480,2015,7.6030555
484,1970,23.588844
484,1975,19.889816
484,1980,17.010757
484,1985,13.717635
484,1990,12.443848
484,1995,9.6064777
484,2000,9.4119949
484,2005,7.4945116
484,2010,6.1327896
484,2015,5.0788517
496,1970,25.92742
496,1975,21.351284
496,1980,16.024881
496,1985,14.082211
496,1990,11.737253
496,1995,9.3697538
496,2000,2.2311478
496,2005,4.8509898
496,2010,1.7429962
496,2015,1.5768814
498,1970,8.21838
498,1975,6.2226982
498,1980,4.5363469
498,1985,3.6224518
498,1990,2.2201967
498,1995,1.4886284
498,2000,3.346199
498,2005,0.57277322
498,2010,0.75089645
498,2015,0.26689392
499,1970,13.417259
499,1975,9.9505424
499,1980,10.3647
499,1985,4.2652659
499,1990,6.537262
499,1995,2.3076577
499,2000,2.2265396
499,2005,1.6877451
499,2010,1.5577927
499,2015,1.1528168
504,1970,78.415764
504,1975,73.869759
504,1980,69.742203
504,1985,64.426117
504,1990,58.405891
504,1995,54.017754
504,2000,47.693741
504,2005,44.384205
504,2010,31.745224
504,2015,26.249992
508,1970,81.918869
508,1975,78.042198
508,1980,73.002289
508,1985,69.258957
508,1990,64.505058
508,1995,61.292122
508,2000,51.84116
508,2005,49.416191
508,2010,40.604229
508,2015,41.652786
512,1970,77.865143
512,1975,68.80381
512,1980,60.071701
512,1985,50.690956
512,1990,41.703964
512,1995,33.105957
512,2000,18.636688
512,2005,13.37886
512,2010,10.539898
512,2015,5.2084694
516,1970,41.129311
516,1975,36.433544
516,1980,31.879318
516,1985,27.563784
516,1990,24.183418
516,1995,20.097446
516,2000,15.05574
516,2005,23.513412
516,2010,11.725372
516,2015,8.4727325
524,1970,82.668701
524,1975,79.426224
524,1980,79.426331
524,1985,71.711914
524,1990,67.024414
524,1995,61.868126
524,2000,51.391029
524,2005,50.540165
524,2010,40.372749
524,2015,32.091568
528,1970,3.2175114
528,1975,2.3943412
528,1980,1.5910527
528,1985,1.0635465
528,1990,0.75186032
528,1995,0.59975356
528,2000,0.50784612
528,2005,0.44792381
528,2010,0.4150584
528,2015,0.4014374
530,1970,17.808514
530,1975,21.10346
530,1980,13.758053
530,1985,16.747963
530,1990,4.8964462
530,1995,13.912856
530,2000,7.0584054
530,2005,9.9192209
530,2010,6.700449
530,2015,7.0446215
531,1970,17.808514
531,1975,21.10346
531,1980,9.9020233
531,1985,16.747963
531,1990,5.9000015
531,1995,13.912856
531,2000,4
531,2005,9.9192209
531,2010,4
531,2015,7.0446215
533,1970,17.808514
533,1975,21.10346
533,1980,13.758053
533,1985,16.747963
533,1990,10.757634
533,1995,13.912856
533,2000,2.7087479
533,2005,9.9192209
533,2010,3.1773605
533,2015,2.1925812
540,1970,41.646004
540,1975,8.6996307
540,1980,35.945595
540,1985,6.9193726
540,1990,27.903666
540,1995,3.8620834
540,2000,23.590893
540,2005,19.93969
540,2010,2.1999969
540,2015,12.915357
548,1970,41.646004
548,1975,47.12608
548,1980,41.799999
548,1985,21.84107
548,1990,31.300003
548,1995,26
548,2000,21.599998
548,2005,19.93969
548,2010,15.300003
548,2015,12.49369
554,1970,1.6087557
554,1975,1.1971706
554,1980,0.79552633
554,1985,0.53177327
554,1990,0.37593016
554,1995,0.29987678
554,2000,0.25392306
554,2005,0.2239619
554,2010,0.2075292
554,2015,0.2007187
558,1970,42.244064
558,1975,40.153023
558,1980,38.136021
558,1985,36.196114
